	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	serum_pos_ab_zip	serum_pos_aw_zip	maxint	mean1	sd1	mean2	sd2	10102016-012	10102016-016	10102016-020	10102016-027	10102016-033	10102016-035	10102016-039	10102016-040	10102016-041	10102016-046	10102016-057	10102016-066	10102016-067	10102016-070	10102016-014	10102016-015	10102016-018	10102016-019	10102016-036	10102016-037	10102016-038	10102016-045	10102016-050	10102016-054	10102016-056	10102016-059	10102016-063	10102016-072	isotopes	adduct	pcgroup
11	M763T6	1.11125293881853	0.152187234410102	1.35155061803122	0.192281054464494	1	UP	762.602294718957	762.599959602299	762.603891730552	6.12944984666667	6.09086646	6.15018348666667	27	13	14	1579.1416015625	5929.94997312142	1633.01583354138	6589.67433467801	817.906182324302	8220.57578168103	7146.89267202278	7861.99504865958	6621.20230979948	3360.50981721157	3754.02612766251	4979.15970016756	5785.1016455877	7128.05405445033	5135.86348273791	7157.61114891356	6260.6160993275	6423.82966189778	3183.8620735806	8321.02786952108	5905.79556210926	6383.28410261402	7321.70022416843	7311.35317644073	6698.7764783395	5173.49574246799	6152.21450186599	6929.63780850157	5934.86903564474	6692.19341067951	5587.25110871374	6654.76629448424	7189.07536994141	[13][M]+		15
12	M132T1	1.12762550645087	-0.173288016591388	-1.30378487817725	0.203984386468029	1	DOWN	132.102282558441	132.101709256626	132.102919931474	0.970141654666667	0.89186669	0.977066671666667	44	14	14	2302.97265625	2838.91385965529	601.47607645044	2517.60344495096	698.937740574673	3807.19592817176	3709.90990305501	3335.96706854997	2502.84587389123	2722.11783963176	2609.72270893605	2761.51654080424	2098.31582940751	2524.04419755676	2697.89515152609	2609.44775858727	2839.92369470383	1803.00452516129	3722.88701519129	2401.16886548024	1996.08776459519	3938.16750887661	2322.97511423185	1814.85492194411	2478.23500617514	1916.95592211966	2407.36526531619	3005.54373673685	2205.5223356682	4012.85769212045	2451.45734375219	2529.41640669766	1765.84034559916			26
13	M814T6	1.21064661401799	0.275777805902943	1.31042839911678	0.2076290751681	1	UP	813.625193446988	813.62388824066	813.62639549507	5.85484985	5.84728341333333	5.86793332	23	11	12	2392.5078125	2970.13746456985	648.22993018565	3595.78686464946	1664.65241141823	2388.15456198688	3136.41712834271	3983.48290672187	3930.24760268157	3292.84105740908	3133.93705280336	1914.51422651164	2411.99687208793	3191.88183119002	2172.07460460618	2687.82353067478	2399.32942501735	3459.20482842352	3480.01887552096	3175.67503336066	2436.22401326226	4100.73105768512	9023.44947221184	3734.76626782761	2348.02046347002	2939.4824497762	3331.15366156946	3648.99581941288	2268.57495731597	3907.60822501715	3361.8079945822	2749.51949116718	3315.00719843395	[24][M+1]+		18
14	M809T5_1	1.16694274284086	0.222733775573067	1.27093522822253	0.215413358000392	1	UP	808.57828511789	808.575965842012	808.58425906644	5.31628343	5.24301661333333	5.32744980666667	13	8	5	1624.486328125	2281.53778728349	865.454677682284	2662.42396338766	713.009739881914	3414.25007879501	1148.74475997611	2485.51785842969	2769.91453797172	1842.78930471882	1912.34833747828	2425.70434672239	363.166636570625	3197.76181346504	3031.71954877814	3119.93188545108	1879.80632015248	2709.62550131094	1640.24809214845	2962.96721210839	3679.86377763748	3376.41237622541	3375.41682129455	1807.60901460543	2867.07360221073	3343.64563115935	2794.4790892601	1763.12440204539	2869.07192634337	2142.74703916849	2875.51732403275	1374.47298461335	2041.53428672242	[20][M+2]+		10
15	M525T5	1.09306173556145	0.128374885980642	1.20589388558287	0.240208118114996	1	UP	525.376511149894	525.372199020983	525.380023255811	4.81916681333333	4.81723326666667	4.82281666	25	13	12	3169.017578125	3452.86226382544	825.984860780018	3774.19161875167	558.394626106654	4592.83390826429	3012.46636470699	3319.25859407052	3767.26735722891	3803.84967410119	3325.73970023665	1777.12833700934	4011.33504985582	3321.55360256703	2489.55981611183	3629.97063202169	3730.69490822764	2610.23369599152	4948.18005316278	3213.42218600222	4610.76751036541	4501.53893643228	2959.22842747888	3512.86861793493	4132.96270165499	4021.35394882079	3574.39662691454	4056.77537651866	3336.55445396149	3762.92988224522	4259.59332625693	4091.64787018299	2804.64279775402	[5][M+1]+		6
16	M762T6	1.06739954597058	0.0941003027737592	1.19557783406754	0.242717793193402	1	UP	761.591264925123	761.586120572637	761.593731222281	5.70878312	5.69503352666667	5.72464994333333	27	13	14	4661.68359375	8689.00634318386	1244.18231037316	9274.64142564992	1345.78525190109	9433.45420573518	10568.5240195219	8495.19494908385	7877.12604559281	7679.07105019293	10385.9193547391	8889.69083987457	10172.5967908945	7840.91772164526	7916.28226315468	9090.55937170383	6420.45169271497	9544.89455876134	7331.40594095911	9814.52884230166	11160.9647924949	10016.1435723466	11082.6133069964	9384.38978865154	7636.50543961442	9463.44516377269	8272.24947202358	9778.35238904945	9473.53125122428	8613.95114292171	10176.0678878608	8935.35075361409	6036.88615622685	[12][M+1]+		4
17	M207T2	1.03865714560086	-0.0547195079762024	-1.19395859844355	0.246244932743904	1	DOWN	207.092518779491	207.091900535559	207.093045508044	2.35806667	2.35428330666667	2.36516661666667	28	14	14	969.46337890625	2082.56768724863	212.350986600198	2005.05787310968	117.934458845827	2289.70774631926	2559.29108322992	2065.1783213954	2020.35624597155	1896.35278053612	1959.06666646809	2092.68706469523	1970.58050329821	2105.72606857013	2466.30392547226	1911.11586058237	1994.70823930469	1855.43947011203	1969.4336455256	2190.7261174169	2259.07801550334	1976.80503102276	2077.37137785672	1901.79998255545	1975.1471450666	2043.17916146519	1995.40123824752	1847.60636516041	1989.69841430098	2065.50398011751	1867.96841889823	1998.61584473574	1881.90913118812			20
18	M137T1	1.06413687502864	-0.0896837299976948	-1.18306450807133	0.247493877171613	1	DOWN	137.066183664835	137.065332869597	137.06723182417	0.560541670833333	0.558633349666667	0.562400018666667	28	14	14	5860.77734375	5506.08493991323	750.103609206021	5174.2262382976	734.117521600954	5502.96591529614	7374.25790360841	4985.15601697983	5201.79549671398	4671.12439373807	5265.01561460316	5319.82612083437	5187.31430362575	5717.842523959	6825.70272719718	5332.64985159797	4863.87838559001	5821.90111752975	5015.75878751155	5744.67013478067	6254.88534982613	5244.77573283222	5678.06505224844	4794.63216109422	3224.34351624612	5253.00696624714	4943.41112243459	5863.65294739459	5181.91415459613	5497.40781680674	4571.40216779967	5475.69679142572	4711.30342243406			14
19	M790T6	1.1835586304885	0.24313117529085	1.14408754175	0.263047326418068	1	UP	789.623474333491	789.620794643195	789.627148071394	6.13676661666667	6.10841661666667	6.15723324	23	13	10	2771.921875	5269.47605111328	2301.77529235915	6236.73385844759	2169.93148185242	6874.00350483094	4315.38670107175	1420.71380690679	5299.55047158529	5528.40642173337	5393.48261958718	3417.48516495763	4545.15780017863	5093.18573469799	3927.08313262199	5601.57709257907	11722.4889493246	4102.30638743286	6531.83692807786	4164.99197643406	8666.04129169452	10837.4104635357	8605.56592280577	2972.97172144564	6370.73875373793	7259.25667160967	4706.72482436913	6510.78553486413	4491.90897694685	5651.52408710011	4526.44113645947	4897.6397815859	7652.2728756774	[19][M+1]+		15
20	M120T1	1.04050267631933	-0.0572806758927216	-1.0933341288739	0.284693657673096	1	DOWN	120.081176215663	120.077715663503	120.081478288166	1.47622499333333	1.47245002333333	1.47996669666667	28	14	14	1235.2890625	2890.1001350971	298.930621260499	2777.59990519248	242.627436637081	3279.71476617471	2687.49128554233	2942.99403419061	3365.25507906412	3134.39925579181	3035.79280624524	2869.22990521187	2508.04189854486	2682.44695174478	2524.0468933858	2873.37179355187	3283.57673872139	2474.53306065813	2800.50742253189	2504.87187251334	2691.73486377638	2690.59707125482	2705.80890542284	2473.27592005042	2844.54321504972	2800.27786657779	2654.69027306953	2920.17992238575	2594.00805503927	3390.57863956407	2913.53419864811	3073.65461077062	2628.6432585721			38
21	M993T5	1.11386227016009	-0.155570853466681	-1.09991821860988	0.284983335966558	1	DOWN	992.683964212	992.680187817688	992.689500813138	4.69951647666667	4.69588322	4.69966680333333	25	14	11	8642.078125	4803.25102139069	814.821629296038	4270.03244291207	1620.56519771748	6265.97177879503	3505.25743818309	5666.00716296306	5122.55327673765	4634.77850530429	5235.80918057535	3860.87001985443	4812.4537032214	4671.25469898834	4005.86398003165	5937.03138397599	4046.41271916554	4329.83764614542	5151.41280552842	6190.25302236177	5224.37363270082	3896.06681724975	0	4882.29056872401	4481.95979243391	5312.11635226517	3564.0147238205	6932.64699459211	4035.26605363865	4457.49936163979	3543.30048319171	4195.77581307009	3064.89058508066	[27][M+1]+		1
22	M497T5	1.05004080931992	-0.0704453986146147	-1.08387114306784	0.290083544804278	1	DOWN	497.344978996704	497.342084689512	497.347879200697	4.69958348333333	4.69504989	4.70339993	27	14	13	4512.4609375	4968.76666906872	441.184266865884	4731.97481942328	688.154102083548	5920.900364768	4773.70288799542	5429.24267512494	5383.10248264947	4905.41706457507	4984.45278681154	4424.02209470525	4958.20984812845	4506.72380041601	4425.83555526903	4821.58292689296	4733.77595917255	4793.18419316386	5502.58072728952	5493.00165905404	4940.39314457054	4142.05407207544	3988.19467623218	4981.57521836019	4477.97326924608	5674.75360820375	4572.95123621091	5697.66848533875	5532.3407380174	4558.64587427727	3751.63775967871	4717.90506670329	3718.5526639574	[2][M+1]+		1
23	M91T0	1.01520596774213	0.0217724549916803	1.07237109314372	0.293432435038953	1	UP	90.9769742356967	90.9767076541802	90.9770457418885	0.446833342	0.446166675333333	0.446900004	11	4	7	636.2548828125	1123.56886699388	41.0523999281144	1140.65381894144	43.223540397797	1216.6400658684	1187.3126104161	1118.60909472754	1136.66656585565	1109.86886119943	1132.11222624771	1063.7086170932	1089.53047674994	1082.96877233468	1144.15301035757	1081.64274089876	1117.37481103922	1117.14013543592	1132.23614969016	1216.61560034915	1217.36399276359	1169.5057768394	1127.13058073584	1111.76704934015	1091.72534636495	1095.3843059822	1135.64877138728	1108.32036471367	1102.12037922967	1131.72490121938	1165.90059711669	1186.44528991747	1109.50050922075			41
24	M570T5	1.03944249576978	0.0558099473617224	1.06465778484759	0.296822147282606	1	UP	570.459883108265	570.458628864242	570.461574436884	4.806658485	4.80294984333333	4.81188354333333	28	14	14	764.431640625	1006.84394654666	97.7712154513989	1046.55638464915	99.5968814359899	1193.18199354879	1158.23591613832	1042.69113214653	958.201145593628	959.128729377767	906.132662666531	1063.38032258825	1096.87148114829	1019.70723942944	970.275054089978	831.517632779568	998.387090256361	960.521347586692	937.583504303087	1101.61416276315	1235.05768373128	1203.86546128001	1128.52053700365	985.40761048126	945.041703440864	1038.56730618852	974.048837763884	946.831714420505	957.095456059943	1020.45418596759	1123.71379411982	925.707529502259	1065.86340236538			30
25	M994T5	1.16516385061773	0.220532847456376	1.06092558474595	0.298653359254639	1	UP	993.689847360158	993.685173035523	993.693763428495	4.69951676666667	4.69646668333333	4.69966680333333	15	7	8	2935.25	921.009678205039	851.410546432597	1241.61117532803	744.020412670636	0	0	0	0	1505.39673860624	1927.42241191831	1387.73000450632	1542.75530036406	0	0	1988.98972915226	1352.20736857499	1329.45844349916	1860.17549824921	0	1887.51345949493	1393.83502037095	1934.62061068724	0	1542.33454378945	1962.94079447666	1296.22021165938	2202.69736819826	1314.33188881619	1544.7313042925	1160.98495469388	0	1142.34629811298	[27][M+2]+		1
26	M86T1	1.12847933425862	-0.17437999882607	-0.975135829490611	0.340915132436666	1	DOWN	86.0959787984061	86.0956316780462	86.0965584100509	0.969883340333333	0.890550000333333	0.977166687666667	44	14	14	2780.3046875	3712.92136232678	1415.86419188569	3290.19880968053	791.362534318844	7068.36710308446	2790.99210749741	2651.27203491679	4818.73297653663	2200.46324792394	4977.92794541189	3372.1283246665	2537.19479086755	4736.01494203098	3341.25683655272	4961.13126718407	3608.96844154247	2062.38459482815	2854.06445953143	4688.24637607265	2295.84129778508	2906.26428271089	2641.61333240026	3404.35738388091	4631.50053570227	2237.69892682678	2791.41981336669	3869.04196489822	4223.40802119728	3146.23921529492	2911.87746756319	2989.76302068943	3325.51169713892			26
