featureidx	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	serum_pos_ab_zip	serum_pos_aw_zip	maxint	mean1	sd1	mean2	sd2	10102016-012	10102016-016	10102016-020	10102016-027	10102016-033	10102016-035	10102016-039	10102016-040	10102016-041	10102016-046	10102016-057	10102016-066	10102016-067	10102016-070	10102016-014	10102016-015	10102016-018	10102016-019	10102016-036	10102016-037	10102016-038	10102016-045	10102016-050	10102016-054	10102016-056	10102016-059	10102016-063	10102016-072
38	M568T5	1.12276342615937	0.167053974166225	0.620664616755435	0.540236601265888	1	UP	568.340988431582	568.338712181893	568.342998218254	4.62378320833333	4.62103322666667	4.68146656666667	26	11	13	3116.396484375	910.779721750848	488.297622057024	1022.59016086946	464.653767354511	1797.038151655	772.527271174626	901.083196910446	387.350482815877	1711.17178375048	460.088872939348	722.034981886381	668.937078939924	995.123614383132	1454.70830659297	1362.16697480131	551.002563711561	280.823658596724	686.859166354099	683.792528085031	1536.26146271072	606.51431030069	736.825667033433	739.640486828702	1721.19754724921	1927.46435219478	873.540040003792	1176.87017552548	851.987045338832	521.741659562569	934.782736651489	1478.18692931935	527.457311368317
39	M546T5_1	1.1751998193652	0.232906079256532	0.621028409935322	0.541905828144559	1	UP	546.355525627666	546.352249768636	546.358109643883	4.81758341166667	4.81679999	4.89304988333333	32	13	14	6507.2578125	2102.45267053219	994.325699039569	2470.80199863331	1984.06846187767	1922.90503873158	1211.93255015629	2519.43012952532	1550.26661653559	1481.0608309053	2058.40023433027	999.229317729672	1389.28467712709	2047.6134690379	3941.95265394799	4059.86499786595	1587.95090210738	3293.09068364051	1371.35528580978	8823.11000888757	2822.67980951833	1420.92155257619	1620.26896686822	1289.98837063037	1177.8403328535	1446.79678308752	1530.55713704673	1458.22028772464	3596.99161778112	1697.72447214484	1814.52897254701	2720.36961337781	3171.23005582246
40	M813T6	1.13857294369117	-0.187226721979973	-0.581837168965729	0.565834058657336	1	DOWN	812.675763859446	812.670634093775	812.679473068778	6.27040006666667	6.24425001	6.49153348	29	8	9	2091.482421875	2754.20513034007	1797.44948142892	2389.00678958638	1511.5050829931	8054.52402451526	2167.36967970431	4530.39710074101	647.726433902488	2184.33870486092	1900.01821929446	1789.52086506287	1912.95281223953	1984.41415738625	2080.64825679873	3755.65677794112	3257.10390682592	2492.7358372988	1801.46504818935	3187.10392063534	1788.54369788896	4492.95822345541	1742.24531712769	2349.02298941463	4488.46445288947	1057.70003642314	2136.73599809408	1137.5924203875	847.657627966359	1867.86998194341	3365.26652805306	4984.93385993024	0
41	M531T5	1.05038076397008	0.0709124009520793	0.567904807958832	0.575439323097096	1	UP	531.408772763457	531.405792661621	531.41250337807	5.21773348333333	5.21248312	5.22408324	27	13	14	3193.955078125	2499.11456128599	671.62074552664	2625.02186213233	486.89700583762	2386.61320791861	1674.36878611198	2267.13994962745	2525.48620281583	2123.84635445439	2711.22126209499	2233.4967042666	2161.65630061267	3804.69423793256	1939.83837286006	3937.16126500391	2148.82446328419	3054.0871207083	2019.1696303123	2780.63868465111	1786.62192572512	2123.03217411703	2515.12245469529	3044.18297797581	2547.99207433381	2499.35098891674	2541.23549006271	2757.37168601425	3606.76502681016	2970.39422734509	2241.6424882524	2104.52469167961	3231.4311792735
42	M496T5	1.026277982721	-0.0374215593793937	-0.567760474197172	0.575508854233716	1	DOWN	496.341373775839	496.339405837278	496.342483070738	4.69946668166667	4.69286656333333	4.70078335666667	28	14	14	15601.828125	16366.9696854183	1631.68743320498	15947.8912740815	2228.27355400973	18652.8410518123	17213.1801895235	17578.9460634417	18192.8657034515	12319.5595766216	17072.0185352629	15240.269751642	14796.196772287	16463.4027149036	15597.7958118985	16937.9128118152	16780.5219862887	15132.0726077011	17159.9920192065	18603.4467443646	16731.9623304617	13518.2387467918	17275.6563373931	17165.341006406	14841.8227487824	16590.5991428494	15652.8124226093	20706.3119024341	17156.3860685854	13210.2107341384	14815.7631136086	12741.2065572385	14260.7199814781
43	M815T5	1.16732903640656	0.223211272513743	0.535068972093474	0.597150687909585	1	UP	814.692869956976	814.690131586997	814.698116526676	4.91478317666667	4.85715010333333	5.10280002666667	35	10	13	2786.021484375	4714.00841849987	3934.98006826764	5502.79890477986	3865.36140987837	2458.45763043872	15011.5489121812	5436.33744474018	5091.61587090045	5790.20551312697	2487.9189915166	2444.92538460719	5897.48556491184	900.042672266298	1567.12701445476	2405.75049530759	5044.53083068132	992.610914062472	10467.5606198026	12652.4287466438	10443.2388307646	6407.19609902974	1020.78767299085	1954.36293233119	1255.67604788046	6857.05465953731	1842.82533448053	1353.03078475983	9875.08824181189	8569.03118793582	5788.52696351082	3069.39020164034	5950.54696360085
44	M795T6	1.10697888676981	0.146627706091494	0.509050937602596	0.615351023957685	1	UP	794.606202557014	794.603714824073	794.608739072111	5.60483327	5.5791334	5.61645008	27	13	11	1157.4462890625	2100.03121194013	1322.56774093866	2324.69021317534	988.743664635595	2216.48688256608	958.430084792579	3571.95281052502	1830.81919373163	3307.69699076234	912.995963193372	3472.63946552887	847.168299803116	802.952280346892	3721.42893984943	4253.47475808564	628.964873656126	777.293223873528	2098.13320044716	1170.84066318074	2127.11344894064	4115.52153160576	3057.24903216682	3301.97764064846	1162.95382064183	3018.64444902764	840.024515225992	2899.38942556183	2934.48931987007	1820.48547669252	2932.12189171134	1284.86201738029	1879.98975180089
45	M788T5_1	1.04825338977462	-0.0679874954865892	-0.499923900153212	0.62136469717449	1	DOWN	787.600961365468	787.595973685688	787.603544625113	4.6164	4.61259979	4.62896648	13	7	6	5621.63671875	1844.80940149612	429.577531793265	1759.88880121129	468.434168278395	1773.07212019488	2251.6650247507	1453.8952812294	1454.26624886682	1385.3974503482	1455.09615613187	2632.9505828619	2592.50444727391	1608.62047115527	2123.90149228664	1828.34244984342	2123.90613871581	1474.48256444931	1669.23119283755	1418.60021587031	1848.72505304404	2046.7184452191	1629.95527589321	1481.48125290114	1425.38936799392	3059.98007299964	1518.99741671956	1144.48640027083	1693.16979058441	1442.03001326182	1782.05104317693	2144.47408765919	2002.38478136394
46	M453T4	1.02243605801568	-0.0320106214866416	-0.48938311136479	0.628682127562584	1	DOWN	453.343632934394	453.34250958193	453.344555356504	3.51609994166667	3.49220000666667	3.51994992666667	28	14	14	1572.8779296875	1021.91356818465	123.924369225445	999.488975543324	118.482653879801	1378.89177576035	984.036816132396	984.20530548925	1107.53529176302	859.839379973622	918.328181866644	1070.57515869713	1102.2418314738	1041.28185198194	964.125565343904	983.688728179673	969.466474006646	1010.98594286554	931.587651051126	1159.74031787095	1234.08704349687	927.21391971475	950.566094887491	980.088112064472	1030.78362494242	1063.62517207308	1053.36861203618	881.01439103908	1092.22726083877	1028.23293429147	818.609764175016	841.137549511183	932.150860664802
47	M524T5	1.04187185657876	-0.0591778464773629	-0.484375453685376	0.632308461036749	1	DOWN	524.372401028239	524.369832316138	524.374128877344	4.81740841666667	4.81361645666667	4.82111650333333	28	14	14	9822.9453125	11192.1470967765	2221.98899143335	10742.3451608806	2671.23958346777	14939.619857004	9785.01453502754	10671.1881991292	13230.9730869256	12180.5306574458	8165.88673741136	9268.47357149511	9041.01187463189	11067.6128356726	9748.93416863699	11599.6572013243	12181.2444718939	9315.89034733678	15494.0218109356	10473.9125696013	16720.0501272372	11960.2307797157	12851.1069711243	7566.31377274313	12265.6868922346	7008.80822781445	11552.0127254276	8337.93083173976	7523.52479862873	11488.0437597558	10753.0625136871	12849.0753675032	9043.07291511522
48	M761T6	1.07858184909352	0.109135660782827	0.478011382077555	0.636915206265544	1	UP	760.587048216279	760.582758250164	760.590081485085	5.70741651333333	5.68781659666667	5.73176662333333	29	14	11	10672.7578125	13707.4094529694	6705.30568257685	14784.5630340658	5111.61405525788	20847.9663983803	21753.7203678864	8952.01902004212	8346.64557140398	16828.9402682527	21677.3494310344	7545.67128410169	20470.1483387657	16845.0716781645	9415.5178203607	4252.2336596469	5381.39127632333	20755.8841645894	8831.17306261986	20410.8207784511	22024.4250564259	5775.18626168927	8812.71402611438	19601.8393941702	15450.0055170635	10819.4250933917	15541.1011585905	18145.3664753834	18303.4447652857	18068.3260610584	9025.96848368773	9278.54566156845	15726.7137440412
49	M132T1	1.05302318191724	0.0745371971128285	0.446253941139085	0.659160689451678	1	UP	132.102249354578	132.101711116697	132.102985967583	0.969741667	0.888316679333333	0.977066671666667	40	14	14	2302.97265625	2639.74008871686	877.983916327952	2779.70750765513	778.723445901726	3756.8491620336	1644.72497077822	3341.84902858039	2327.97151530675	1956.72104401264	2596.27664509987	4265.16554113108	1885.61563463355	2510.30301839578	1868.9343345946	4016.58065159183	2840.17493617136	1776.45142077347	2168.7433389329	2384.91275135759	1981.6741430267	2523.46506051084	2168.84253264404	2686.62318361834	2309.27051755971	1747.13109536533	3575.97251884465	2974.14768689662	3363.69548047259	4002.14698603477	3810.85434730672	3634.39874092621	1752.7700626077
50	M523T5	1.03001899107245	0.042670937479821	0.415652645586158	0.681084059683416	1	UP	523.360105990241	523.356532084186	523.36414827369	4.72126669333333	4.71846654666667	4.72491669	25	13	12	2832.01171875	2347.13606320606	436.618427716532	2417.59471973327	460.055463002758	2984.40906661833	2304.76533731456	2568.06968990007	2061.87591432373	1877.44525715894	2355.49871638221	1573.12194224409	2230.88612320738	2150.41628139175	2022.08160137034	3108.29612823531	2216.81053499268	2465.70549006917	2940.52280167627	3141.06611917568	2783.32844877745	2346.06842370061	2643.73394792496	1864.28963064682	2630.14228834778	2811.56832286742	2687.28845979732	2864.68379796803	1871.25098249816	1586.61989866335	2440.66489565521	2248.77101681775	1926.84984342531
51	M576T5	1.03164943965262	0.0449528180541736	0.402626964405274	0.690637878114487	1	UP	576.467222078567	576.466371868922	576.469195402438	5.21861689	5.21421650333333	5.22408324	13	6	7	709.14501953125	731.0837424002	166.182689874579	754.222133186305	136.45587098633	593.530949521048	524.102281039242	641.33872097265	867.32752719292	583.841972474474	909.531596734899	848.884533152511	642.047837249353	938.2432660289	613.480989181119	941.344641125851	598.167766297003	959.221957209778	574.108355423055	788.757840868474	554.084036872722	664.366448332132	601.766057841818	861.04674577984	631.978691395541	687.713224350052	748.096358348701	808.355403984671	1071.75114143902	776.504663673168	839.550871762282	646.358305913142	878.78007404671
52	M783T5	1.09435298551702	-0.130078157066723	-0.400034496552422	0.69240155368976	1	DOWN	782.571830689002	782.567990176737	782.575015290247	5.38726643333333	5.30089987	5.42011676333333	43	13	14	8225.765625	17512.2725273736	9841.14712862932	16002.3984574776	10128.815129118	30975.0983923198	8263.47740407313	13906.7437670249	6559.30733090031	26833.7683007762	13255.0261341609	7707.72025471873	28087.258565727	6023.02822305642	13419.2721685397	15331.9289892622	29552.1323867036	32514.8175763705	12742.2358895976	38952.0485390944	7314.80011510328	16944.4911343406	30117.9087148797	12371.4311812023	16853.5373607391	6048.86287133505	12283.5321001468	24979.0453556972	8107.23550561055	7706.02124094029	24924.759626926	6839.5133434086	10590.3913152625
53	M786T6_2	1.12317826323672	0.167586920683855	0.398970850280251	0.693473748245605	1	UP	785.655389111695	785.650978497401	785.657844626461	6.31626658666667	6.20550014	6.47708342	75	10	13	1366.9716796875	3948.77469085195	2689.15862781372	4435.17789918421	3684.67366105834	3692.95822947969	7006.31874693142	7921.53008022075	2827.82727082727	1928.13991813667	2652.93180064484	6649.42333723959	2947.13076630135	704.069753813879	860.879077798971	2870.61841304074	1364.63455822217	4948.17846218305	8908.20525708693	4264.27593572619	5122.15341023736	8480.20996334622	10436.8076316667	909.067410918213	9127.23655268646	1935.85755012824	1098.73152978231	971.709743242216	1104.13045642149	2831.77720572075	1254.69287744594	10428.1655783473	4127.67474290963
54	M812T6_2	1.3774175906887	0.46196600659227	-0.398349121658755	0.694206850131636	1	UP	811.671394873035	811.665694022934	811.674298470209	6.46238325166667	6.41718311666667	6.51354988666667	20	7	7	259.984130859375	191.267031459368	89.6207180288217	173.482373946773	140.974196366864	248.036249484867	276.950128905697	171.100769617817	96.9687002934515	315.185325549915	359.313153266551	144.689961031079	136.974464523076	160.936513428956	78.2531743252074	288.237670106311	174.331557568163	126.107607901096	100.653164428969	239.152368463165	0	282.396961817518	147.655848499151	199.211454637569	158.637139119208	0	142.470724345185	259.624402538588	138.684169547324	160.54213287252	0	152.534409971908	547.843623442688
55	M782T5	1.08392560844084	-0.116265745606623	-0.390978429993371	0.699010822460966	1	DOWN	781.560256766435	781.555174599487	781.564951270012	5.255791675	5.2459832	5.27084993333333	24	11	12	4241.55859375	3222.84270574998	1740.0067621523	2973.30617586001	1635.60695004174	5304.95779323526	2572.70522462063	1656.01737862034	1495.65149982725	5915.64106026053	2601.85787643189	2309.62967616257	1644.44618636618	4672.52114731344	2280.53831621353	2958.69626177999	5629.16196926964	884.484806464985	5193.48868393353	1170.46630595217	5090.8139378824	3903.9452839767	2142.65315100702	1986.1921342574	6047.44371348619	1440.05385768008	1241.37224935649	4579.64557559726	2268.02054424903	1650.62655711122	2336.84608828301	5071.74675207561	2696.46031112561
56	M207T2	1.04541526042507	0.0640761242716219	0.388817468064474	0.701146128323295	1	UP	207.092551584143	207.091965289179	207.093367152167	2.357975015	2.35418336	2.36516661666667	28	14	14	969.46337890625	1762.24320078835	650.188987849299	1842.27593468446	412.812560052466	2280.26165108	2543.62015216183	2034.7762255431	722.332886230796	1865.8238288082	1116.06696902521	2263.36916336166	2000.824773959	2096.73756713603	2393.77501560888	715.882081468497	756.330669361008	1793.19505297906	2088.40877431361	2158.75836158303	2226.13348074455	1997.98756923373	2065.86573050154	1895.6200851051	2007.6758255472	763.540862484963	1070.31490342894	1838.07808626369	1976.0612213391	2085.93255647495	1884.57785788995	1998.45390804928	1822.86263693638
57	M340T4	1.02649877852022	-0.0377319107159985	-0.384872185878501	0.703700788868014	1	DOWN	340.255377523343	340.253514635862	340.257815360657	3.60643339	3.55561668333333	3.61006669	27	14	13	2909.5703125	1806.20389586809	362.179547864468	1759.57724808195	272.585853100028	2366.70178714428	1937.93170092196	2018.98579855318	1733.87052466575	1539.63867054184	1526.63415836932	1502.33253174941	2215.95549002749	1844.72011636737	2534.12802559448	1454.88554444274	1471.57791714967	1437.05697893097	1702.43529769474	2008.80633253847	1756.64254353506	1394.73299535612	1480.54383972279	1655.42265892029	1962.36571777246	1637.01773113282	1750.6612864014	2267.70988293695	1668.02355553834	1517.06355135865	1483.57013041362	2228.85218996346	1822.66905755689
58	M788T5_2	1.10935203633303	0.149717255922626	0.365352219586301	0.717814328177842	1	UP	787.671250687288	787.669053957646	787.674581241451	4.9727333	4.89248321333333	5.06121656	33	10	11	1516.0048828125	4848.74778384858	3951.93961607628	5378.96822767771	3724.01432880006	1802.69983510714	6221.76667994869	10767.711852157	1245.02509010039	8801.38608372646	6236.17082431128	11353.8134346622	9124.22117090564	961.802033363438	491.381174844247	3692.5420199164	1490.49052138205	5189.53828577907	503.919967676068	6559.59075972779	9941.45778608259	6525.74036325114	4262.98913639823	595.362392518611	2716.58969184922	653.314136188087	8639.22885793415	5704.20829566294	8320.09442560601	965.613000894245	12655.9771693723	5742.60203302026	2022.78713898239
59	M526T5	1.03793693967633	-0.0537187947749363	-0.364241771978465	0.719190334091756	1	DOWN	526.431027727489	526.425625548133	526.434968909363	4.80659996	4.79918354666667	4.81386672333333	14	8	6	1549.1455078125	885.804169268599	282.244690219852	853.427732849386	175.929107328236	595.249559029441	654.002726541849	1080.39332490237	866.65925782298	868.774584628642	651.293723031121	670.487761069089	625.650166804592	1072.10347861672	1299.67870711559	1046.58696889753	813.603252277751	1513.50511571217	643.269743310527	1016.92942734633	843.063830316067	822.754410588911	702.009636476636	975.183756937583	790.480472352356	679.584130835181	1024.74714467923	443.51670053014	1145.86853791215	828.451006106118	832.144387792178	990.068768034379	853.186049984147
60	M789T5	1.03382401559444	-0.047990621399917	-0.356108836401099	0.724988920024457	1	DOWN	788.60528786619	788.600661918137	788.609201990909	4.61631683	4.61273357	4.62896648	15	7	8	2820.404296875	962.05934756406	188.052027292987	930.583284052349	272.052878226484	1087.38492123155	1154.18234774991	601.393335374189	707.429394354858	809.415317600593	834.420811114833	1135.55186605267	1238.00695247389	804.240880119135	1128.98796146373	960.353311983318	1071.36131523266	940.120817761707	995.981633383781	702.373501995971	810.256845215335	1111.64983266592	895.908116698265	795.007229167069	845.516901127805	1597.66963199693	884.132590984697	513.322640457889	823.198617642741	755.66129242921	856.177325994219	1195.09203394502	1242.19941641182
61	M189T2	1.04197632401675	0.0593224967990619	0.309863773697116	0.759352928406408	1	UP	189.069296284711	189.068175809745	189.070661599188	2.36151671333333	2.35104992333333	2.36899998666667	28	14	14	4014.240234375	5746.23551532735	2346.63944394075	5987.44135919526	1725.26218385881	7605.57250032986	8022.29824173391	6417.56076635978	2316.77434632658	3981.38485642659	6611.28902581148	6937.3928819941	8262.16169946643	3360.24478607475	9621.98806971727	4074.11639684981	3226.42591397368	2984.21218016654	7025.8755493521	7133.34072438322	7433.45368376539	5889.30849442487	3216.24642957187	6563.4925226573	6579.45693765785	7928.46912259432	7552.1872143744	5549.18852865989	7174.13926976641	4019.24280093574	3149.340445979	3931.74368348368	7704.56917047976
62	M570T5	1.01937298776271	-0.0276820290670171	-0.305435017653673	0.763326332438783	1	DOWN	570.459648441528	570.458630586693	570.461012761917	4.80659996	4.80279987666667	4.81131673333333	20	10	10	764.431640625	928.754438788997	97.0866604047927	911.103639137429	193.20512761384	1113.15962906932	912.197943043807	984.650474664077	881.492110889871	904.214053581248	837.604105542414	1020.06828140766	1079.20392962402	945.327260120477	903.824702157949	766.505370622654	963.845927807137	827.759953685848	862.70840082948	611.612565658921	1182.99804378411	1178.75881246501	1092.38600513558	909.732284766622	874.02581698458	999.796752744451	896.555094223004	753.60344260817	883.971482595739	560.284086262949	1096.06284372952	759.889151239066	955.774565726286
63	M532T5	1.03226675744821	0.0458158388979163	0.297309296565477	0.768593890301289	1	UP	532.413475691771	532.410342910943	532.418771025168	5.218625135	5.21265016333333	5.22408324	20	8	12	1088.607421875	915.833127803465	265.668627561856	945.384093201339	260.250729544085	784.046329911267	626.20863648504	819.906394218797	1089.51518222455	749.994414399145	1239.58542871196	833.209884649761	754.854140063318	1425.99918611033	713.716677461708	1351.33099180528	643.258019656754	1046.54286188973	743.495641660877	493.157673479511	633.320974789909	761.101181875963	879.956848369216	1091.62611177699	939.305072145921	879.372488556483	936.165051387875	998.649992693577	1475.79800631079	1152.27288693446	866.657939371555	787.245997890112	1340.74707923637
64	M993T5	1.04006006333427	-0.0566668462243841	-0.288541539715653	0.775230502928096	1	DOWN	992.684004741788	992.680203297555	992.689307969621	4.69646668333333	4.69583313	4.69966680333333	23	13	10	8642.078125	4380.51813078451	1504.29625799986	4210.63826455589	1609.32400690176	6161.52620655617	3433.64317304169	5648.71199338245	4993.50686951274	4572.02322287336	5176.99626549835	3752.98893887244	0	4619.28802280281	3934.62505980057	5802.44532111633	3907.45674133806	4186.94514553736	5137.09687065084	6165.41626328253	5134.15490937994	3794.20610012859	0	4881.45232378858	4480.33249358865	5247.62219304668	3465.26816719231	6829.99330959212	3922.48228140771	4450.79450782939	3452.04390980665	4073.12237564402	3052.04686909526
65	M760T5	1.06748165984896	0.0942112834548957	0.272339355211169	0.787534923327661	1	UP	759.574342202562	759.571116854528	759.579987559751	5.47160009333333	5.43540003333333	5.52170004333333	35	11	13	3968.810546875	6614.85157451435	4554.19117544746	7061.23273841706	4107.39514135425	2048.6462702032	10684.0067475048	1531.90966808699	8735.88328742981	9730.70243437226	1777.61355067126	2522.38474777526	9410.93743583498	2246.20411653749	11494.130628966	3749.31930772142	4088.09518772549	15626.9678352204	8961.1208251516	15545.7874335957	7496.81800462831	1971.78999355145	3486.64163462275	11449.6500376476	9280.81766765632	10785.221627287	2199.80382116249	9188.5295498066	4833.78919555066	8852.18105701192	4110.67804930734	7602.51133896876	2053.03892704203
66	M166T1	1.04526837505048	0.0638734051244027	0.262736026793024	0.794846457037551	1	UP	166.086623750507	166.081691448383	166.087347428572	1.472683315	1.46885002333333	1.48366668333333	28	13	14	1089.568359375	1793.1063633889	858.284836746134	1874.27737475219	774.342491924148	1079.62164019688	2790.40147090819	660.956785988277	2690.61691523291	778.481872167965	2379.10408668575	949.671031821105	2224.66941442132	2642.69125879373	2476.60021202558	2289.1528755952	1144.47632782126	580.439064469735	2416.60613131668	2320.59037949195	2960.45556504131	2457.6466025177	2466.59700789671	819.661233962812	1030.34942731664	888.718952079343	1005.46499094257	1340.67256944851	2041.55715804699	2984.9675802551	1343.9037355201	2316.46848473317	2262.82955927777
67	M784T5	1.05885896966191	0.0825104483306863	0.254021975598037	0.80195028643359	1	UP	783.574839766024	783.570259354842	783.579417672004	5.38401675	5.30078310666667	5.42021661333333	41	12	13	4347.04296875	6660.00382142155	2920.04460467559	7052.00478429479	4981.25373882852	5574.67020048613	6438.61161531011	6705.91947045933	10328.5006109547	3491.25755652186	3241.82917983432	8842.52742144853	10907.652799953	3377.48979685845	6452.52009685424	6560.50149783628	5856.02390436874	12082.1004176373	3380.44893137877	18452.1084776056	4606.0270112186	6170.12486137327	14439.9337124603	3351.19285926549	4070.57790137392	11438.6640519696	5533.33442249081	3561.44870812417	4918.35698867466	5540.55987748603	2378.23406848219	2324.86834591739	11942.6356936851
68	M702T5	1.03744886127553	0.0530402237824495	0.23883003550363	0.813142229639995	1	UP	701.560576733199	701.556972313086	701.563296647417	5.28519992	5.27689976333333	5.35800021666667	41	13	14	1591.638671875	2135.32845095057	825.415847565518	2215.29406988792	942.428873942437	3509.88617483011	1282.0954781243	3155.44560926889	2693.43532636146	1498.09803039257	2752.80952160946	2881.4049413405	1221.39804139233	2285.02689107794	2681.15465853754	1693.52615150393	2053.85065442885	1177.42705389989	1009.03978054012	2695.41931310102	3908.20679971093	2544.91338055718	2897.9247333733	2580.38068468041	1700.02730396921	832.237305802988	3323.84913468113	2597.44280405303	981.140640288689	1432.05961325612	991.567434020963	1740.24594610863	2788.7018848272
69	M676T5	1.03578745669185	0.050727992758815	0.235826610338901	0.815488394164546	1	UP	675.544077374926	675.541787955197	675.549258492901	5.273408525	5.26801648666667	5.35483310666667	32	14	14	1341.6103515625	1829.92512664778	657.208950162245	1895.41349286702	804.795576980258	1349.74684882533	2461.05063286225	2382.53189070633	2646.00228886023	1483.81200961745	1180.10334754671	1171.71479137696	2509.44554900171	2376.64071484427	868.687019474164	1094.20252209171	1891.49275978741	1526.45012970388	2677.07126837055	947.805643178182	3032.15851845912	1294.75588736201	2536.35628488719	1170.62758572715	2115.35669487036	2360.2587208261	1060.04578090428	1940.38793597321	2194.36339483115	3067.11025864396	1036.04124360785	2830.43309495418	950.087855913568
70	M120T1	1.03005129337951	-0.0427161809635551	-0.233284432744826	0.817389988554187	1	DOWN	120.081155462891	120.077705694851	120.081514993858	1.47615837833333	1.46898338666667	1.48366668333333	28	14	14	1235.2890625	2345.84813192083	818.276175463917	2277.4090445771	731.684874048161	1164.76665516446	2963.55470963254	2943.62333976305	1046.42088436889	1088.50202733793	3042.73614918351	1579.26985213447	2428.50163195022	2956.43606854249	2530.6746926079	2543.7680618951	3662.13498333643	2340.00719166364	2551.477599311	2783.58655389172	2731.45858788578	1310.78254504891	2659.85107450973	2474.68871257229	1150.0710045832	1446.85140963108	2618.92404429657	2657.0800460323	2333.84265258502	3389.160378195	1004.05540163145	2648.51425050605	2674.85996271025
71	M992T5	1.01847593038163	-0.0264118855277729	-0.226734387534974	0.822771869204339	1	DOWN	991.678525163924	991.675228689774	991.682371631628	4.69646668333333	4.69504989	4.70008353	27	14	13	16130.9296875	8781.56837166958	1369.42461286669	8622.26402186949	2244.05828868337	10341.2157358388	6750.42285581895	9817.54774283817	8631.02423903957	8746.43006698384	9746.42990588181	7223.4160189052	8995.73850633163	9036.56210175651	6844.59374636951	11146.4524430363	7561.12291067324	7983.81520331459	10117.1857265861	11099.5815592601	9806.51186276003	6877.54992779281	10122.4193988578	8179.19674805028	7699.6784653551	9966.08759605312	5945.21958978176	13903.6193463277	9081.56481018296	7785.50288242651	6508.17801033369	8130.31532476884	5606.27078422218
72	M807T5	1.04324763511825	0.0610816502375084	0.221592370411254	0.826478597817253	1	UP	806.571692450074	806.566007165728	806.574156553445	5.31268353333333	5.23466686333333	5.33298319666667	39	13	14	8484.6875	11122.8448963401	4941.41011930899	11603.8816338939	6446.45527707829	7377.22075861866	14646.0961455789	5519.66379955671	10362.2167362959	19033.4493172306	13886.2863929617	16186.1885874701	7229.38213973989	9972.74245163204	10941.8574284211	19943.2276036181	6274.03402980176	4514.46724091844	9832.99591691686	8438.41497303119	2775.2644948006	18377.1183818182	8119.64573078852	20820.6198375238	4448.13063156101	22009.0523248149	15737.6356020752	2375.54603555948	10531.5418692863	7637.59375789517	11144.4111212028	16911.5518682422	13127.8162459154
73	M227T0	1.01747514599886	-0.0249935540176855	-0.213070091049034	0.832935170820573	1	DOWN	226.952282165279	226.951612139027	226.952877775788	0.446891665333333	0.445083318333333	0.45053333	28	14	14	1140.9765625	1746.92555488372	377.162460152552	1716.92209068041	367.902929377873	2153.29829906853	2070.59344885153	1974.54586184398	1042.20626429242	1961.25133033856	1883.24883279056	1839.74426847792	1808.87832644623	1896.97908741504	1223.45199853123	1876.83293989649	1840.04321006679	1915.73007997567	970.153820377098	1123.53874936715	2149.995916789	1955.35123254639	1979.84223376083	1186.69948563639	1174.65675823236	1870.50522718995	1905.83793773887	1856.52162578245	1904.35049669189	1881.91373653975	1931.63009689743	1183.1624293867	1932.90334296662
74	M759T5	1.05692896716058	0.0798784210264397	0.195518624872506	0.846706032854101	1	UP	758.571090500508	758.567024862988	758.575011141952	5.47386663666667	5.4348168	5.55038318333333	51	14	14	8492.71875	11177.74566381	6872.364982577	11814.0831796344	10053.144149808	26555.5999574242	12115.9001840066	9394.73410304677	20083.7050708083	3122.59697908582	7268.4639033916	5496.7671405638	10615.4597128363	9334.20427174971	12387.3596352648	4922.81520410897	9843.87636900509	4576.21854980143	20770.7382122463	32310.6547090009	29801.092058528	3825.55214629449	4849.11758513534	25707.6501593091	3340.06559481559	8167.47384385087	8998.94462490045	4208.17783756512	12096.4952939567	10309.8976311279	4503.80126357361	4278.56895076583	12999.6728160575
75	M118T1	1.02651445270141	0.0377539398613942	0.190176988545809	0.850651417125444	1	UP	118.086837477867	118.086451497385	118.087216167631	0.586333322333333	0.490116679	0.590183318	17	8	7	1050.5009765625	1277.08530708897	483.094516920791	1310.94652505945	458.748624965038	1911.83822611096	874.361681938171	1086.01935530412	795.331024102114	1071.94091476867	1755.98488187783	2262.74451301132	1025.4439877886	1943.19549041124	958.55188050955	1233.52317828525	809.372728018656	922.409663037849	1228.47677408118	1294.28505650925	1104.13323591873	1994.25639885631	973.264553264782	899.140825565721	938.65288734436	1015.69928068609	1232.38143925474	2065.73811279453	1933.06553792896	1921.0673357058	1198.8172880903	800.025457478882	982.723941433795
76	M814T5	1.05928723378861	-0.08309384010903	-0.176301488736694	0.861511899413273	1	DOWN	813.688412809605	813.685879983813	813.691485119499	4.91516657333333	4.83906668666667	5.2311001	67	13	14	5817.44921875	9015.11821831519	8484.78906750419	8510.55118078974	6532.94838001809	1702.572491743	26018.1942091441	24883.4130260505	9231.31801675534	1448.16731779965	5038.99238729477	14836.3818610886	11104.8669703242	4001.74880841807	2923.42364970482	1547.86951790624	3097.58081564538	16286.4255461112	4090.70043842671	8563.5114938653	19340.8065937714	21408.9443305333	1877.10369387799	11061.4917114294	11604.4544967167	3330.57956641214	6312.1693706674	2727.72116294267	5075.18967963191	2213.10578181685	15470.8061156242	1723.17399175614	8438.6585420109
