mz,rt,pcgroup,isotopes,adduct,id_predret,id_kudb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
69.0701,3.44,142,,[M+H-C3H6]+ 110.11,,,23.35209176032518,21.643221560671524,34.62030131929242,45.47740138313376,51.99116283806948,27.067569725008365,34.825343464897614,17.70475932214073,38.40164432097242,49.21756054166777,56.1018759871616,48.98718668519683,59.377696796831,51.864916882232144,44.58561658472191,35.64571521088225,59.01961425556921,46.049147176150896,34.15092963854909,24.12754104483895,15.651205597141205,18.84260933456094,21.739223157097772,44.600832960380274,43.1598143905777,35.5166321673764,51.04548774975614,107.36492260145694,57.179011298964056,47.366926077127744,43.027517895962404,21.592712858136963,36.61792431952822,18.94887757914696,3.375789545582754,45.37364687133207,62.13035754418365,67.67189522191711,58.59773732193187,61.88114438589282,83.26654695692389,82.29605407018778,50.460522113718795,54.785990125517564,37.91587108070277,22.711450735158635,22.462003725865685,20.582197728824696,85.7464388012886,41.87657034338322,33.654197563379725,49.82416426968979,74.33695679601806,61.0649541477254,46.026517241692275,71.21866112069125,58.8726509491973,64.6885540399415,45.88195241930679,13.503158182331015,43.29974836672532
70.0653,0.52,104,,[M+H-HCOOH]+ 115.064,morpholine-H2O,,124.11911148154473,82.48087184150006,95.79780648991492,113.81407063298896,170.34361498513985,99.11762335329075,58.46771538059258,92.12963196356873,50.7585997958865,200.40862555484426,69.91742215671093,56.75812965091661,189.0733800331392,206.0128666426174,124.0531063474907,117.19246242784368,213.20153729851503,83.97078520812369,106.87585610604495,104.53260799766805,106.74905533894045,91.8838692230803,40.99345639226448,77.23971455096058,131.70006017806475,85.59303416408581,112.26148004297204,54.79974519642355,114.25743628617629,116.05092891146064,105.72363082066886,82.1974929291984,72.04361627681715,53.867466312989286,43.97551346515237,67.30345566900664,65.75371264971723,120.63096198895249,97.29539848484278,199.76377466406413,123.27041585997966,171.74581852049664,96.6419093122477,164.66160409609967,134.8995727521451,61.201090988369835,122.55248552167471,125.78582869558811,81.50923071151774,140.43066620510015,87.49766324011924,104.86073591430183,49.46521122819122,47.74250999289958,83.7602995659855,111.27136022400123,104.0658744918678,58.46543932052187,59.381942378062725,72.69409743830012,151.59503419178748
72.0805,0.59,83,,[M+H-HCOOH]+ 117.079,pyrrolidine,,1782.3937294653645,1314.1982774704052,1565.2982705010606,2169.0939065642406,1233.9410512271331,1373.3545778282664,1180.2705540054787,1361.6452268845412,1052.1175351817935,1558.0357528491295,1095.6535261907563,1231.939336287881,1448.7329983044583,1387.9460206180581,1331.8537134475712,1392.843531607253,1420.9668501087147,1427.2319087662104,1211.4533337864175,989.021626416336,1333.8469156579686,1188.8457906291976,1154.354624683696,1321.4427089080814,1332.136695554741,964.9725544685909,1531.0362067905937,1132.314124691731,1407.24943423973,1121.5968165977972,1487.9863492331199,1365.4759938959555,1305.0147009940065,1097.4857491478558,938.9061162486166,1208.4349757187956,1140.7148140228642,1599.092068717556,1206.5715751990406,1683.6522490249183,1258.5144594231522,1507.7066364655022,1189.4248866404955,1460.2992519433894,1294.4870480207778,1398.4634784483633,1314.707069215661,1053.132037752704,1468.7263002709135,1444.1862295930703,1153.1734340425264,1409.7064179275822,1063.0004889287027,976.0311837922259,1272.5025181122346,1377.7300432315726,1531.992373286906,1101.7946393027266,1057.2259462202187,1182.1900335108812,1294.0900380034461
76.0756,0.49,200,,,"trimethylamine n-oxide,r-(-)-1-amino-2-propanol",Trimethylamine N-oxide,42.40428425946327,20.417696880321877,4.853702899996704,86.2655457147343,17.963266281285996,9.742052995886567,8.736663574437387,11.559849255344727,11.648883851718361,32.433016417008155,5.5817575122178695,6.228917967448958,6.451379727472213,10.435458583818262,9.739548321490192,37.21997919486485,4.320435441237202,10.238020160476838,3.3975918471580617,32.95253854463046,4.671687113812383,96.47044541514182,23.540453488375267,7.71797485532189,31.341240526508944,9.707404428696174,22.415550561149036,48.67841705829164,16.502589494309532,17.435015846774597,1.11230649557509,24.51576350501496,4.125646687928766,6.120836395330962,33.85551308931975,119.32957096125871,9.324219643139191,6.896302200000003,6.042307326106403,22.042087092135912,21.974923543883573,7.786644716447477,13.546824359038004,13.590366017335013,4.226765060292082,1.7796909376298784,0.7280555264193211,39.577677725241436,41.70800946062071,12.226769760881421,6.844187915141449,13.846363060699074,9.464720015054864,17.808527044549752,9.222031716071392,7.916586232988339,312.4200521578297,8.887327544346205,42.8913598947021,72.36299562395043,25.48650824461591
80.9488,0.47,166,,[4M+3H]3+ 59.9565,,,586.756993530087,582.8644626538547,553.3613210448293,484.2892404702019,492.37849191990415,490.83251509458734,509.62435192389694,462.0625090415975,459.62626354391534,466.92205443032856,466.51407032308657,433.296574095443,462.20132601127034,444.1044641545994,455.8122696719358,457.84709140590746,451.6951579681108,439.9697453037043,448.76836886092775,451.5431900216098,399.7343574643425,418.8165735040887,447.3374702300525,460.9600587109372,436.4207599076127,444.13209723914235,435.9032485503456,425.78314422575863,432.60019332463844,442.5588630750636,454.44795290370075,456.8549910170626,448.8272484437005,420.13073627641364,448.1141904842748,425.9967542625947,461.2236430129404,438.46022066668,438.8728842237137,453.181191100212,469.7256745867164,449.05410797498024,427.83701850495936,459.3652580863185,455.103081629107,450.8370954373098,469.7180299040659,517.6219130457879,446.40955841450426,418.56021170654304,458.6324844197183,449.76062581230997,466.38640939948,438.4438794384101,437.2626700654195,480.7936714146785,428.70430183188876,452.3326816820754,454.93732408181694,417.1018738449737,493.14650394168643
82.946,0.47,166,,[M+Na]+ 59.9565,,,204.58088713719488,205.58641564687449,195.9150608360353,173.49182662301234,190.82916745213268,182.53850296195432,175.94204717079575,160.12242466664745,160.24583384248007,139.66517606827125,152.5570944059818,165.40189863504241,158.9064786276253,151.75071944353513,149.03955632713095,160.97849344976416,174.81480199292446,164.47592352499814,146.87469828072238,142.78046952173472,144.0661839420997,168.48064163684106,166.5592389445542,147.98000471570344,166.41775288955495,126.70244902582738,154.88679906720847,146.88462654882744,158.50846659796943,156.6066215858642,157.9887145998019,152.85132702853724,150.35046751286242,158.13464736684034,147.50198424448547,145.42211985533567,154.98151539766178,136.10638793621067,162.50168666460445,150.87014935743568,151.32322701723444,158.93277217378048,158.84055244215773,162.88820090771085,136.9896545551931,172.3977695281469,145.71238344003189,169.3949572860721,155.34903994802383,163.0515762928595,161.56282443237308,158.32910808152633,161.6734483674236,162.3496253130935,158.87017730630203,164.94376773528342,141.31754605657989,158.51048345853454,165.22763106465806,140.02022989867854,116.03640966262206
86.0959,0.97,55,[1][M]+,[M+H-HCOOH]+ 131.095,,,3694.154992858629,3269.946601808812,2820.5098069573196,4622.681441541337,2825.4069588788384,2824.0291697455896,2312.322093962209,2795.8469768469795,1851.7883038981095,2968.6520106937824,2700.9262731373874,2981.964903465095,3375.4989542974718,2667.0279858318763,2597.9084979212353,3316.8170191569607,3000.381756697435,2973.004628007643,2630.826842098466,2089.3661072189348,2330.0270472884067,2729.964977780153,2376.982367901343,2743.541650501594,3114.2533005918226,2131.6695812267526,2976.524024227242,2263.9688906920974,3409.8076428349073,2588.073770275517,2995.513576070799,2704.9115636413853,2871.1972412719115,2208.426981501143,1990.4983694560647,2901.808749288905,2502.5316625046976,3922.5576940254914,2474.1919800956302,2830.7792210053026,2644.366574512904,2640.051952430272,2270.1879712352493,3570.246777894727,3114.2993806070344,2815.577112841267,2940.2335841745266,2899.886024066616,3044.1862143504454,2574.6480694390048,2336.309790410594,2330.826195532433,2113.816929111999,1991.000522083787,2508.9218033340285,2861.2867496533745,3090.7696475068965,2125.475570592794,2224.954553118926,2694.7347302613184,2514.4463900815495
87.1001,0.97,55,[1][M+1]+,,,,266.67990012652007,190.59772809437607,174.37464902699486,319.46014972604297,178.520835589242,194.82309827206598,139.2289294128071,186.97658358793473,113.74170056811656,192.10817363448402,146.32798604124525,171.31662068712828,218.9693234542434,161.16364621338462,218.41621470250615,198.9775994229377,190.63644453609308,187.8647108012723,176.6853146019762,121.40052599933827,143.61082921743267,180.39787793673122,103.2677293879498,150.17306213163542,247.51576518366247,100.20621384780728,188.6490371467437,141.32738814018848,226.80729191728102,167.52937248737533,219.77518214127423,134.80216814688342,182.7549969806221,111.1223118301386,126.62367257551153,188.80653608368448,159.23279143679906,248.33356454865887,172.21331720647015,177.98600073626596,164.64293840354895,169.71949192900183,138.23010803921656,212.80609034743784,163.159009775882,162.94437170276225,195.84269865197325,179.49312665550207,199.96733271030402,154.99020903681784,152.8119001443499,100.71162282394175,142.02999684979198,110.84017922512469,155.87974970212252,184.94145801241785,204.5330316905275,154.0265916696394,147.80377535170723,160.1227642197922,167.28736457780636
90.977,0.45,105,,,,,1389.6373545180284,1387.8716886983875,1379.785683927727,1216.6400658683988,1197.521051080102,1216.615600349153,1217.3639927635897,1200.7741507572673,1192.5633169609116,1176.923095561453,1130.3229435548515,1123.702662244575,1106.95447310107,1099.8321261532924,1094.2009295735395,1148.8875230126346,1135.5484031964593,1111.8620831776177,1111.847115122442,1070.0222205037576,1097.8803716199354,1095.7090898313138,1107.3671269353774,1140.2627743756989,1134.5591790573712,1111.9776504610384,1092.629694058468,1092.0412857850192,1069.9021336406784,1099.0880719235286,1084.0136047564486,1123.0738676891694,1132.5090075172093,1145.0638944369039,1168.3366066329995,1107.3051776290265,1122.3709991789185,1109.858743313472,1080.3928225077543,1073.50349447818,1151.9862511846334,1143.1844626542575,1113.3883160476498,1133.3798248885814,1081.9424248517907,1106.3230243197306,1168.434395468414,1117.1766337703716,1186.4452899174692,1104.5713388523438,1096.0322599508297,732.2756205269721,1114.255917660266,1104.5892309505464,1126.3245451238213,1130.3513999237084,1111.4014671907123,1109.517081552138,1164.590797583776,1136.6945580632832,1091.3836866668157
96.9234,0.46,370,,,,,103.3912925908543,89.19296810751153,73.68829019851674,82.83268875414564,72.46676452536794,72.69591559753431,84.12715002870578,71.92878058057485,79.50174094811284,90.51919934708177,78.84723189480397,74.26776404409354,71.9955064006092,78.2278046058655,73.47147761312083,62.48109868950824,83.9094422927858,73.41619987208911,73.42398744721038,69.41258653806216,67.71188322621215,80.93318000992751,61.04204804038093,66.08280633224625,71.62747250964162,82.06524991018557,80.45662758307341,58.04385091457608,73.12929572296132,62.37875507226853,67.76574066192352,71.78845237083448,68.77423707177995,71.52686202763513,79.51193728265444,66.67320222580587,64.44580463707139,76.10612454986574,83.08802037683584,82.01848754256807,75.13912036743153,66.95219102623156,79.2000965973024,69.39801764227921,81.89369552121866,62.37831046829225,69.30891512283316,63.34706141695587,72.59779492512044,81.09179957755593,47.39501420964155,76.52787079519966,66.145342423019585,82.52228375775448,68.59888202872493,71.33198117379254,73.27874645112209,79.10598755471962,80.22562972226041,71.15618368528428,72.11897472730975
