mz,rt,pcgroup,adduct,id_predret,id_kudb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
59.0138,0.53,572,,urea-H,,52.085648304087165,38.585001425497225,33.78146541354693,44.18004464918431,47.146431672372465,98.94847571918227,68.72377181151063,59.43718882272458,13.553648076022906,26.996194918360377,24.987274656781565,13.677282333960873,41.80094987083703,29.755339663302546,32.12931595607119,54.75050525499393,37.11669703696669,31.96973283096256,34.7527873379539,91.26780024023424,21.67707032797444,67.3959166878411,114.50550160024407,40.49924422948519,56.65158435593056,16.298215953481154,18.400803292283957,71.44082226154245,28.46336417295798,35.494454776590544,68.9313123881635,23.12042523847316,23.586780007333633,34.92078538445066,37.21769307740181,19.932453465562368,33.73148771451462,117.28546653743281,70.49961658087643,99.52723890178817,108.11189672488713,5.184834787605724,15.136671165660195,19.572752496636237,20.056407018518463,25.32986215384618,28.295299194937837,47.20621325643349,72.56333783559131,24.88685066085426,8.361314024236512,94.5357258244404,111.76393088666518,45.99053213993602,39.878025818504106,26.43864838065632,86.878250672429445,72.1849476254279,43.02892663694043,13.65075321021799,58.03541152966182
59.0138,1.5,176,[M-H-C3H6O]- 118.062,,,47.64452691002424,86.31468258164443,30.294049500233427,24.818364255574124,76.15521866932762,77.04911445427867,88.72722560783237,93.6031917813163,14.951666860669208,50.155017605064124,20.271665579912863,26.67832144599782,51.93402097826043,44.21662043605197,103.88722118371132,35.947988154569536,66.56769164575171,64.10775455777708,55.25723378196393,43.97848342843288,55.57845233723106,42.675902760631914,57.111824113861225,47.42112888241268,42.775578139527724,29.414539490010213,34.275084464644564,39.007980790096234,24.189068104914455,7.255956571997635,120.52006860826407,62.62432380907041,3.5115043487726947,6.712486590772699,85.4614384817509,21.1886144598082,38.71293409934729,50.05124743977492,3.472935639611203,95.57530949795549,175.5115474979826,153.756769160774,45.12237753573127,54.41878186950265,4.1334560135717044,115.61298747114775,60.80369509044199,88.77674250968195,59.195156061716574,81.12842313425111,21.148172751635315,50.59709487445813,29.80261202587473,59.91378299693823,25.370881721725745,87.93995091035845,7.765016547430277,81.91852811704257,68.51275490805781,22.042351667225013,79.23286414975344
71.0135,0.71,663,,lactic acid-H2O-H,,47.20203187293842,81.72062044883613,30.005104288652106,64.42051052855854,155.68702290937318,77.98059091672648,79.02009819310403,38.769248903303854,224.35617575928927,11.58388200265597,77.7186465015899,19.56939353534675,62.98794922754816,154.02012294113237,45.083657209851154,59.82626884539331,414.9198916241395,25.05499862828388,53.377482500592116,79.85802381075844,135.74266482323793,14.528042265431399,23.36385190331021,52.62597786333413,55.572860557796766,79.61332321166992,12.857798683338036,188.52762149754273,57.78802190528692,51.47275203224488,44.6078828023627,55.66458771260187,166.19756602015374,7.484166872315041,157.73578955436807,65.61681332393584,118.70411459027935,100.28232011748774,31.656687620904925,51.34018165117543,161.74294438718582,94.60250119472134,21.170120111576406,52.03020155650584,253.80487691420873,24.950429890963335,50.35084809630464,66.68053374529177,54.25653467324271,64.69666497183363,10.386921184151232,21.770234451535174,90.63906668294779,121.96425968112264,64.97355295394796,56.02804026763795,182.960418061031,81.9102830451073,42.35333300176807,21.939420452819764,79.3027553467467
73.0292,0.99,277,,,,194.58063982819957,135.89501116261098,208.77980940619346,201.40508319050824,135.34085669953882,184.15151346380665,175.49583946607603,271.98634572812995,276.8167536700586,226.80151543490712,266.5324658853747,276.3556806750253,203.63047568663063,373.4809437204528,210.7541963353877,213.29854202033678,272.74902254031053,267.405577509507,202.71244326473592,150.64779947018076,172.58804971156155,288.04868355732236,180.82936609141572,410.9960480910262,169.51200824931996,170.1750686562329,133.72000391794944,218.84431786336975,154.6179908975688,259.7810892854437,311.1566915166706,227.59371525183545,107.38730000321127,455.2462118254187,296.5013221855798,181.01007718294414,191.9891301847256,232.37246812922925,252.65411372444242,184.51435462124957,174.73665597845337,130.37800919694183,181.11671805138548,486.64496663244995,108.23889793063114,269.68571416407224,288.551272797229,311.3048137149424,363.930827030036,390.0001466780708,140.5358432070647,533.7387491009597,158.55671589269548,286.64268126456534,179.2373238221533,257.78029408713826,178.64465837456498,342.59808570056117,246.7667834784187,291.00490949594405,256.9848299513669
73.0294,1.8,710,,,,98.34657097497059,82.63907222177332,40.21798902870367,39.16707153385004,34.77298928514247,91.06042331919677,86.18826964625944,90.25724624127557,62.117562554685144,98.72634641150668,67.45244497340805,70.82940501178298,90.71218803062757,130.38570801738481,77.16454636186218,97.7833696724067,94.85065904855371,92.90351371926293,28.00361854678374,84.17578469227524,79.30917762651495,108.18710673982811,106.79792758273395,135.41264333089842,95.02456895831013,40.315158952775874,118.83955210531742,36.70013273779193,13.313066936607546,135.019864598994,110.6428720496971,108.87774793548442,23.74715998049329,108.37001810008518,104.42137319827609,39.5741612405886,28.532883343381478,112.64133973072568,123.5953715702954,80.05153878582321,100.19807738818619,140.15626863628123,90.48162495536381,155.65594735117634,35.029387830573626,121.99310115255393,265.0452112386763,114.45007355754888,338.7884426178863,228.22014706684095,49.88168047123477,82.40295988486629,21.684981427620276,100.37590862552695,126.73977536500203,199.05393960514044,35.918453833143474,153.20504207404954,57.00534322390581,75.78762384812372,109.57380847766593
74.0243,2.62,477,,,,102.06778643486375,25.708307565733257,49.944693699775854,59.96097221840493,411.31843996198296,54.765256844921936,18.577659992580422,7.499553635094029,63.16735247631726,33.61261739107835,21.536524098079095,14.083678066060147,102.99054292826878,35.44264136502811,890.9037597202165,103.6891271664518,48.40759697999914,61.545217502719474,87.46715043847438,115.48154231273884,71.46998967930777,56.963618969305074,42.98648163157713,23.220032095902337,44.92022026139648,368.38400426348693,141.56320082560353,57.48256772319613,16.425424388599925,49.48662679138858,22.410778686418283,104.09572683680923,15.677496227409183,48.27837996072233,829.8203679120044,121.17582226727293,124.00931247884999,58.65488297918208,119.30847586274042,34.95821926794796,57.410132203862226,108.23191366440922,36.170013448836315,36.581302005834594,23.54409092214795,76.01266254453353,21.81572950873986,109.71539456648048,88.44315497816108,51.29605396156495,86.00366240248302,243.63710645606153,60.689566033126965,135.5329290165214,59.26335375767407,80.48925956593187,71.96643757063892,37.89574154052993,87.65026072530645,61.94358465463344,118.34585507464861
74.0242,3.75,114,,,,30.270814094473415,2.3142179829869844,24.10945918654755,27.482604139062808,30.51100318640971,25.639227887363095,8.198946500815673,55.39367631821817,10.645403419155574,23.98012399021991,6.0830876680889,16.491922537307328,13.845017709446108,48.83468804684049,8.099767299300984,36.896573551663664,34.82162793987308,31.108124565908067,64.0190828495008,15.213301980868378,52.69485260802349,20.100640977364296,49.98418775376454,51.08794607052876,39.90727154739733,4.397016521452401,43.249017837755204,18.343301506712706,55.67296378068462,44.137147411297185,17.147631667972828,33.77012916839657,10.142267990174542,46.23296610162989,10.3073027312078,100.94842454357303,64.19747288445662,56.304671970294656,20.842131585209245,17.17064127161716,1.8513744860203656,35.0539863274982,19.136744085600235,43.484053388669665,13.773704987465562,48.0834808503459,31.88291028199759,36.06733391927867,17.333895268166472,36.010761599163715,31.813328893862018,55.38570274685674,7.405499936697023,33.16415286730712,57.22420936084409,36.323855129013594,25.77925060178699,18.95220633955877,55.36287535248448,82.96882704542762,30.047030623651224
75.0084,0.51,467,,glycolic acid-H,,202.04612697178337,200.92977879231583,280.3278613222594,322.6372163846361,157.6373794645393,256.90351585584074,288.3266555914694,429.8046745699257,183.09598710857628,305.746344868289,269.39478336011945,277.80839203084304,269.2214012998077,170.5617466313875,234.53295356281188,299.69654414424826,405.360599521434,198.8717919367865,182.52890935884201,315.1200532451998,175.56385737087422,321.76106407241826,207.5004063148499,325.55121196649543,216.63462895547215,190.76799676053324,186.63967884349142,238.9889305230381,241.29063527636185,228.73270974395885,177.9392388912123,323.0362105589856,153.17319873368203,305.59287029706445,251.84968805223062,249.39484790585692,294.20246586982273,552.2243310991627,354.7402251824669,238.78145574746762,187.42828014834762,212.36359280578958,346.4867752978832,313.6406807329118,194.7516446128595,362.8976667600628,287.21997998149334,183.2105906620183,250.6111931637603,156.37840750480052,239.31965882696463,247.60399889916943,143.47572212759783,169.09869837047097,192.68122413989587,260.6909978557596,232.3526907003467,307.2037765080789,174.8455060272701,332.00998316874626,293.10857574002677
77.039,3.03,64,[M-H]- 78.0479,,,94.64912099009914,60.96373515570694,101.68143919701927,79.79204359431533,98.62227827510982,85.49949610414615,93.39661658789427,155.99937385409197,91.96890515130677,90.26443952027479,75.61412588727791,34.56647294852132,99.1224916614287,101.66302115732863,93.16999618727161,92.47827414892514,109.70030312697095,45.585988240502395,50.42772239393005,97.8475248089552,113.11519209990195,44.194322498539705,65.27862911222496,124.42680405396372,77.07304734951646,93.64896456475542,54.15620243707238,149.40335048151675,94.300210317324,95.78591533501795,91.70151532542566,109.6582996747383,48.88800949343111,98.59528271183787,164.31236816248662,26.630275427853483,33.36787881165385,100.57289800272903,82.91353260232107,77.5084774008904,50.49802801135984,31.241559393641644,67.53758858996048,68.55851283505835,41.36103755040861,90.44547643473838,95.35939618780372,100.89927076528733,153.8300083451269,85.07508897277964,80.34635676123094,106.90920985194228,95.86874800711475,89.40121525657288,127.03191788827348,85.31946461341533,111.11436618941528,108.87467009983646,69.18670908963159,71.14089246311096,93.10657402556869
78.9587,0.46,493,[M+Cl]- 43.9899,,,165.5904697833452,135.85054527314304,65.9689246757233,21.943229342349102,195.58229786266472,291.40630796291566,173.02267550004902,522.7566310621387,357.4024246195783,124.8386680495791,103.30637726492915,225.048448022139,187.69984469801304,256.00947206276396,307.47587766830384,204.4654470539778,211.8690287083277,203.08629702794337,155.7298822128296,264.3890820850842,142.91497569658918,221.91476269813654,223.47200979309088,208.66216574784113,228.1367852269068,143.30086111949143,87.56357568405471,212.18094631129887,150.51354950556475,132.21263170423026,147.61415513092092,180.51125931324455,657.6660204856148,145.96587810747408,257.28470938904866,146.85110597428576,237.1939388134003,290.5288715536014,355.51561802149655,188.90312809833023,232.61878619791523,132.85801345467948,258.03448460758284,197.39292380685745,810.1175071402405,232.88637088033124,164.4117447841158,202.42065497222617,241.60268050580348,232.53301780242884,342.1010542626735,162.32759944603202,73.15599046376346,225.6839455873027,223.27327626543712,378.76385907443705,193.30566260946497,212.1146041946408,223.61383848245234,66.93562548179628,188.1813797317962
