row ID,row m/z,row retention time,10102016-04201.CDF Peak height,10102016-06001.CDF Peak height,10102016-02401.CDF Peak height,10102016-07601.CDF Peak height,10102016-00501.CDF Peak height,
150,186.98323822021484,5.031133413314819,229.8636474609375,226.9830322265625,0,0,0,
276,835.6689376831055,5.06464159488678,98.31097412109375,101.1839599609375,117.2275390625,115.3917236328125,0,
204,142.99272664388022,5.356438954671224,160.6392822265625,0,0,160.1207275390625,249.0350341796875,
188,801.6867980957031,5.551708221435547,180.5908203125,193.6214599609375,270.5400390625,210.6856689453125,0,
246,111.01993255615234,4.781506729125977,117.82183837890625,122.59765625,115.06268310546875,140.89697265625,130.1326904296875,
192,142.99272664388022,5.107605457305908,178.5086669921875,0,0,167.2291259765625,268.765625,
313,182.96455841064454,6.292423248291016,89.01519775390625,88.92095947265625,94.28948974609375,97.3597412109375,106.81787109375,
181,835.6689376831055,4.966558337211609,192.0565185546875,167.4117431640625,164.76513671875,184.84814453125,0,
217,142.99266306559244,5.272300084431966,147.459716796875,170.9522705078125,177.414794921875,0,0,
797,815.7008056640625,6.144275188446045,0,184.658203125,202.4234619140625,0,0,
1073,526.4332580566406,4.858941555023193,0,0,117.5618896484375,0,279.70068359375,
224,787.6697235107422,5.199633359909058,139.04931640625,146.4903564453125,139.9637451171875,155.824951171875,0,
164,813.6877975463867,5.234837532043457,217.9669189453125,198.472412109375,276.165283203125,250.2955322265625,0,
1000,536.4400024414062,6.128033399581909,0,44.539794921875,126.83062744140625,0,0,
244,510.4368133544922,4.803913307189942,118.2919921875,106.90478515625,111.4366455078125,102.015869140625,193.145263671875,
141,99.9705327351888,5.071511109670003,239.9725341796875,0,0,211.1787109375,201.0484619140625,
791,186.9830665588379,5.418733358383179,0,232.7861328125,0,213.055419921875,0,
265,421.3539161682129,4.808645844459534,102.478271484375,117.29632568359375,0,88.8111572265625,207.55029296875,
806,142.992551167806,5.062005360921224,0,167.2291259765625,170.4305419921875,174.546630859375,0,
1055,142.99267578125,5.154877662658691,0,0,181.1688232421875,167.2291259765625,241.271484375,
361,480.4234222412109,4.848673343658447,80.3751220703125,93.09307861328125,94.02691650390625,90.4400634765625,213.6488037109375,
147,186.98328653971353,5.070299943288167,232.6114501953125,0,0,216.110595703125,456.165771484375,
1027,97.97505760192871,0.30014167726039886,0,40.61126708984375,0,0,303.79736328125,
362,363.31066513061523,4.754416823387146,80.10986328125,79.43560791015625,78.68798828125,0,199.1832275390625,
239,815.7014007568359,6.175045847892761,122.47637939453125,157.3443603515625,165.032470703125,164.21826171875,0,
219,835.6691741943359,4.826841592788696,145.1444091796875,0,0,135.4232177734375,0,
805,141.96222305297852,5.2049665451049805,0,170.0546875,171.3267822265625,0,0,
799,142.992551167806,5.19671106338501,0,183.1053466796875,181.1688232421875,166.55908203125,0,
303,111.01996040344238,5.1182708740234375,90.63287353515625,91.8985595703125,88.52313232421875,0,107.5277099609375,
795,813.6877746582031,5.253999948501587,0,198.472412109375,0,194.7203369140625,0,
347,408.3674125671387,4.7646790742874146,82.73541259765625,0,60.561553955078125,72.5185546875,113.787353515625,
1062,799.6732177734375,4.755249977111816,0,0,136.03173828125,136.1641845703125,0,
152,809.6517639160156,4.959500074386597,227.7042236328125,0,156.259521484375,0,0,
800,453.8404846191406,3.6691555182139077,0,182.3094482421875,0,180.478271484375,301.841796875,
794,99.97042274475098,5.255508184432983,0,204.393310546875,185.4228515625,0,0,
245,802.6904754638672,5.535749912261963,118.1278076171875,104.3404541015625,180.2698974609375,119.11956787109375,0,
251,111.01994069417317,4.829544544219971,110.0992431640625,121.521240234375,0,0,126.28411865234375,
225,801.6870727539062,5.601788838704427,136.797607421875,149.091064453125,206.4317626953125,0,0,
386,835.6691741943359,4.837675094604492,75.7196044921875,0,0,192.26025390625,0,
182,425.2213470458984,4.688273334503174,190.9066162109375,208.92822265625,176.82177734375,214.216064453125,675.63720703125,
231,815.7014007568359,6.1976083517074585,128.1851806640625,112.90985107421875,157.3411865234375,133.0091552734375,0,
333,151.09821472167968,4.850119972229004,85.059326171875,85.23052978515625,69.5667724609375,70.6009521484375,146.8837890625,
195,141.96792602539062,4.9177000522613525,174.327392578125,194.3197021484375,149.947021484375,0,231.3839111328125,
257,815.7014007568359,6.221070766448975,105.20001220703125,111.31805419921875,120.09130859375,111.66998291015625,0,
374,648.6301116943359,5.5087666511535645,77.974609375,90.35015869140625,109.6463623046875,84.81878662109375,0,
816,449.7921651204427,5.6305999755859375,0,138.7440185546875,139.4267578125,0,181.6192626953125,
832,789.6801350911459,4.941288789113362,0,99.47528076171875,132.997314453125,132.9630126953125,0,
473,722.5403442382812,5.899733304977417,62.327911376953125,60.259674072265625,50.9525146484375,0,76.11029052734375,
267,809.65185546875,4.938645839691162,101.345947265625,91.35308837890625,128.2039794921875,136.7099609375,0,
235,392.36542892456055,4.872550010681152,124.65179443359375,137.0072021484375,149.7020263671875,0,47.527374267578125,
