row ID,row m/z,row retention time,10102016-08301.CDF Peak height,10102016-08401.CDF Peak height,10102016-08201.CDF Peak height,10102016-08501.CDF Peak height,10102016-08801.CDF Peak height,10102016-08901.CDF Peak height,10102016-08701.CDF Peak height,10102016-08601.CDF Peak height,10102016-09001.CDF Peak height,10102016-09301.CDF Peak height,10102016-09201.CDF Peak height,10102016-09101.CDF Peak height,10102016-10001.CDF Peak height,10102016-09401.CDF Peak height,10102016-09501.CDF Peak height,10102016-09601.CDF Peak height,10102016-10101.CDF Peak height,10102016-10501.CDF Peak height,10102016-10201.CDF Peak height,10102016-09901.CDF Peak height,10102016-10701.CDF Peak height,10102016-10301.CDF Peak height,10102016-10401.CDF Peak height,10102016-10601.CDF Peak height,10102016-10901.CDF Peak height,10102016-11101.CDF Peak height,10102016-10801.CDF Peak height,10102016-11001.CDF Peak height,10102016-11801.CDF Peak height,10102016-11201.CDF Peak height,10102016-11301.CDF Peak height,10102016-11401.CDF Peak height,10102016-12401.CDF Peak height,10102016-11701.CDF Peak height,10102016-12001.CDF Peak height,10102016-11901.CDF Peak height,10102016-12101.CDF Peak height,10102016-12301.CDF Peak height,10102016-12201.CDF Peak height,10102016-12701.CDF Peak height,10102016-12601.CDF Peak height,10102016-12801.CDF Peak height,10102016-12501.CDF Peak height,10102016-13101.CDF Peak height,10102016-12901.CDF Peak height,10102016-13701.CDF Peak height,10102016-13201.CDF Peak height,10102016-13001.CDF Peak height,10102016-14101.CDF Peak height,10102016-13801.CDF Peak height,10102016-13501.CDF Peak height,10102016-13601.CDF Peak height,10102016-14301.CDF Peak height,10102016-13901.CDF Peak height,10102016-14001.CDF Peak height,10102016-14201.CDF Peak height,10102016-14501.CDF Peak height,10102016-14701.CDF Peak height,10102016-14401.CDF Peak height,10102016-14601.CDF Peak height,10102016-14801.CDF Peak height,
139,838.5973966004418,5.593515841687312,295.574462890625,311.304931640625,365.54541015625,306.63134765625,263.36865234375,247.76318359375,307.002685546875,419.102294921875,290.036376953125,281.002197265625,265.4638671875,343.913330078125,345.804443359375,291.748779296875,313.2880859375,313.947265625,341.931396484375,326.87939453125,268.67578125,386.93359375,299.08984375,271.421142578125,266.34326171875,259.573974609375,268.59521484375,275.609375,264.439697265625,318.3076171875,316.3330078125,264.140869140625,267.8603515625,287.665771484375,290.3955078125,320.99072265625,255.29638671875,329.732421875,250.8076171875,450.973388671875,309.02099609375,333.49560546875,373.3798828125,307.852294921875,370.667236328125,288.002197265625,218.3406982421875,308.927001953125,263.633544921875,468.60107421875,239.4505615234375,433.291015625,362.87060546875,314.73046875,327.56201171875,251.3829345703125,243.121826171875,306.1533203125,188.9027099609375,262.489990234375,402.94482421875,279.819091796875,311.5732421875,
140,852.5727920532227,5.334925055503845,287.14404296875,302.164794921875,0,0,0,243.9700927734375,0,0,0,287.72998046875,0,0,0,0,0,0,0,255.9912109375,0,0,0,0,569.22998046875,0,0,0,0,0,0,0,251.4635009765625,0,0,0,230.903564453125,0,296.180419921875,0,317.641845703125,0,0,0,243.031005859375,0,0,0,0,0,0,0,0,0,0,0,316.8486328125,0,0,0,0,0,0,
141,774.5445892333985,5.273102219899496,286.02294921875,618.40380859375,265.552001953125,103.077880859375,213.2276611328125,289.994140625,222.6612548828125,161.75537109375,154.081298828125,364.80078125,391.732421875,91.51483154296875,226.1199951171875,193.9171142578125,201.015625,250.5198974609375,188.4649658203125,113.954345703125,282.212646484375,240.6636962890625,173.646240234375,162.8359375,278.4853515625,149.400146484375,239.2320556640625,384.48876953125,192.810302734375,134.5675048828125,127.7003173828125,165.831298828125,175.443115234375,190.2281494140625,188.45849609375,264.372802734375,342.589599609375,169.8839111328125,277.43408203125,154.79736328125,484.435546875,234.1485595703125,164.1661376953125,125.5552978515625,148.841064453125,101.0306396484375,296.322021484375,224.2606201171875,209.591796875,103.27337646484375,250.0350341796875,133.939453125,242.956787109375,120.33416748046875,227.7784423828125,537.822265625,399.59130859375,218.853271484375,270.87744140625,121.41192626953125,126.12420654296875,200.2791748046875,0,
142,857.6711018880209,5.860652464407462,282.174072265625,341.187744140625,0,204.880615234375,246.193359375,0,0,0,303.566162109375,312.50244140625,474.80419921875,0,326.45263671875,0,443.015380859375,275.396484375,0,237.652587890625,0,0,295.395263671875,0,0,0,0,0,345.237548828125,255.7099609375,0,0,0,360.8154296875,170.9722900390625,0,242.725341796875,224.3216552734375,0,374.726806640625,341.029296875,0,215.5775146484375,0,0,0,323.278076171875,0,0,0,0,285.313232421875,0,307.4462890625,0,210.505859375,295.19091796875,0,0,0,306.070556640625,0,0,
143,101.93542035420735,4.792373233371311,278.48095703125,0,278.48095703125,190.0238037109375,0,0,0,0,240.95654296875,199.68603515625,0,0,0,0,0,0,0,224.9947509765625,0,430.379638671875,0,227.84814453125,253.16455078125,0,0,243.2318115234375,0,0,0,0,0,0,0,0,203.7933349609375,405.063232421875,0,0,0,0,278.48095703125,0,0,0,0,0,253.16455078125,0,303.797607421875,0,211.804443359375,0,0,0,0,215.6033935546875,0,0,0,0,405.063232421875,
144,452.27823884146557,4.687361299991608,278.328125,268.0439453125,317.492431640625,290.174560546875,166.1307373046875,319.47265625,261.802001953125,305.058837890625,418.429443359375,255.8172607421875,218.806640625,219.6583251953125,233.23388671875,234.6624755859375,252.45458984375,151.8529052734375,208.851806640625,285.171142578125,201.9664306640625,0,224.6617431640625,316.614013671875,234.7464599609375,0,273.04736328125,251.7950439453125,0,284.44970703125,246.50927734375,283.833984375,248.9090576171875,216.411376953125,209.573486328125,304.462890625,0,279.807373046875,301.702392578125,554.45263671875,332.17919921875,325.354248046875,269.92626953125,261.428466796875,294.7724609375,0,225.1865234375,547.90673828125,177.1212158203125,323.032958984375,335.800048828125,294.747802734375,307.3291015625,169.6739501953125,210.4517822265625,262.962646484375,277.857666015625,193.8494873046875,257.139404296875,221.1798095703125,273.66455078125,361.816162109375,282.693359375,
145,369.17263819807664,4.303280765727415,278.05078125,190.9495849609375,344.543212890625,298.771240234375,251.3563232421875,0,332.546630859375,870.77001953125,454.09326171875,586.568359375,519.47900390625,303.584716796875,234.812255859375,237.8076171875,338.782470703125,528.119140625,337.242919921875,324.47607421875,355.8427734375,398.699951171875,323.1650390625,0,210.734130859375,297.486328125,134.8397216796875,315.274658203125,201.4063720703125,315.570068359375,156.655517578125,154.049560546875,315.0517578125,555.10302734375,206.95703125,369.253662109375,687.8544921875,557.13037109375,486.62109375,602.91064453125,755.546875,451.2861328125,387.435546875,166.1307373046875,322.58740234375,332.6005859375,169.186767578125,156.376220703125,518.66455078125,866.658203125,326.4482421875,509.357177734375,432.249755859375,462.760009765625,349.281982421875,326.700439453125,194.91796875,462.974365234375,309.1943359375,300.22900390625,612.44970703125,453.66943359375,407.46044921875,
146,267.0748869243421,4.364452663220857,273.44384765625,0,474.024658203125,0,0,0,364.1630859375,517.6083984375,0,0,0,0,259.3828125,498.1279296875,0,0,254.2218017578125,0,361.03759765625,447.59619140625,0,0,0,0,0,0,0,0,0,0,305.605224609375,0,0,496.71142578125,409.16796875,513.06396484375,0,0,326.489013671875,0,0,0,242.0711669921875,500.0771484375,0,258.39013671875,0,0,275.14794921875,0,476.277099609375,0,0,0,0,0,0,0,0,0,0,
147,860.8445374535733,0.4378874326338533,270.61279296875,317.281982421875,273.3291015625,238.2742919921875,279.207275390625,252.3662109375,254.6630859375,295.55615234375,262.22021484375,271.55615234375,258.715087890625,283.85009765625,275.23486328125,286.096923828125,244.0274658203125,253.597412109375,280.8916015625,250.7928466796875,277.405517578125,253.8800048828125,299.51953125,270.55419921875,306.70458984375,298.954345703125,264.951416015625,267.91943359375,280.25146484375,248.4488525390625,254.4915771484375,272.2431640625,307.644287109375,289.472900390625,274.913330078125,268.9873046875,277.620361328125,281.528564453125,236.4342041015625,278.2978515625,276.1201171875,267.202880859375,259.94580078125,258.013671875,268.564453125,264.559326171875,262.529541015625,247.1859130859375,267.1337890625,257.40869140625,297.635498046875,270.501953125,270.63623046875,281.149658203125,312.257080078125,279.188720703125,274.92919921875,295.289794921875,278.85546875,274.97900390625,259.981201171875,270.53857421875,283.588134765625,
148,961.6068276145241,4.940763967687434,268.7822265625,214.7789306640625,175.4635009765625,220.3475341796875,147.2808837890625,139.368408203125,272.00341796875,265.489013671875,156.6427001953125,118.1546630859375,113.4974365234375,162.9071044921875,178.794921875,155.998046875,127.10137939453125,160.08203125,202.826171875,169.195556640625,145.7977294921875,195.361328125,0,173.551025390625,301.541259765625,198.9993896484375,107.56640625,125.1109619140625,0,219.053955078125,116.07611083984375,0,112.11883544921875,143.6700439453125,121.69512939453125,175.93505859375,125.3980712890625,106.00457763671875,0,130.0328369140625,112.2391357421875,143.9168701171875,217.9346923828125,122.3868408203125,183.8988037109375,154.6099853515625,119.9901123046875,103.57916259765625,151.6990966796875,134.7413330078125,178.4263916015625,131.492431640625,133.216552734375,120.51251220703125,181.116455078125,143.9927978515625,177.188720703125,0,179.3394775390625,0,122.1939697265625,113.91796875,147.1510009765625,
149,437.2592476020425,4.889240087088892,260.765625,216.7515869140625,283.370849609375,211.3670654296875,167.586181640625,103.35052490234375,239.7821044921875,441.33837890625,197.873779296875,199.9007568359375,180.252197265625,124.01556396484375,211.1138916015625,216.2230224609375,151.8350830078125,293.228271484375,242.515380859375,138.9207763671875,162.571044921875,211.95166015625,197.537841796875,228.3592529296875,223.98779296875,235.748046875,167.1322021484375,236.333740234375,187.2679443359375,229.3363037109375,159.4302978515625,167.492919921875,161.392578125,0,196.6378173828125,0,137.2086181640625,225.6728515625,169.0960693359375,275.628662109375,172.9232177734375,284.016357421875,283.375,198.4644775390625,190.4732666015625,252.6988525390625,172.087890625,184.25537109375,231.18896484375,259.63671875,159.3990478515625,271.187744140625,214.6337890625,189.1829833984375,149.1033935546875,144.5609130859375,217.988525390625,168.8779296875,130.2823486328125,140.2432861328125,191.7098388671875,102.08953857421875,163.0340576171875,
150,199.80612120081167,0.5230530050934338,253.677490234375,245.5531005859375,243.6790771484375,264.123291015625,243.2318115234375,253.6614990234375,237.1146240234375,272.678955078125,283.837890625,239.75,293.138916015625,268.733642578125,264.107177734375,250.61083984375,266.891845703125,279.520263671875,252.0057373046875,262.201171875,285.89306640625,282.49072265625,268.765625,268.142578125,288.80517578125,261.738037109375,295.42822265625,269.212890625,275.7294921875,281.5166015625,257.484130859375,259.464599609375,279.1474609375,268.22265625,257.4521484375,274.0576171875,292.271240234375,262.451416015625,291.142333984375,318.99755859375,287.3359375,285.33935546875,285.0146484375,275.7294921875,284.11474609375,258.320068359375,276.89013671875,293.463623046875,289.763427734375,281.2666015625,305.906005859375,277.64599609375,287.3359375,281.34619140625,266.87548828125,295.460205078125,311.197998046875,274.40380859375,276.14453125,267.605224609375,282.7998046875,283.66748046875,260.747802734375,
151,833.6057829015396,5.800816648146686,253.16455078125,0,47.00701904296875,329.114013671875,0,202.5316162109375,0,49.785675048828125,126.582275390625,0,0,202.5316162109375,151.8988037109375,253.16455078125,0,177.2152099609375,0,0,0,55.77783203125,0,0,0,0,202.5316162109375,153.47021484375,0,0,0,0,0,0,0,0,177.2152099609375,0,0,59.539642333984375,0,0,0,0,0,0,0,0,0,59.0760498046875,0,0,0,177.2152099609375,0,0,0,0,0,0,0,0,0,
152,208.84641428462794,0.46919644807205824,250.995361328125,236.2149658203125,266.411865234375,220.3270263671875,260.94921875,249.434814453125,235.5072021484375,248.9818115234375,259.880615234375,248.18212890625,263.362548828125,242.77880859375,239.3890380859375,235.0543212890625,242.0711669921875,236.26806640625,229.7041015625,266.752197265625,222.3404541015625,243.2318115234375,267.244140625,228.1436767578125,241.5262451171875,241.3104248046875,263.2705078125,243.939453125,236.522705078125,251.3563232421875,258.719970703125,227.3828125,252.156005859375,235.7230224609375,245.952880859375,252.916748046875,241.4744873046875,245.5531005859375,206.255615234375,259.480712890625,245.8609619140625,252.063720703125,226.9830322265625,244.9359130859375,267.00830078125,233.94677734375,250.359619140625,238.515625,247.113525390625,240.6734619140625,226.530029296875,237.5926513671875,294.627685546875,267.31591796875,261.184814453125,260.805419921875,260.35205078125,243.1580810546875,265.283935546875,249.0350341796875,261.802001953125,278.05078125,230.79296875,
153,209.04471073979917,3.451964502749236,250.1956787109375,0,378.55810546875,0,430.44287109375,366.232421875,159.541015625,153.09423828125,224.6617431640625,0,0,294.5947265625,65.69329833984375,397.369384765625,277.185302734375,305.163818359375,244.3924560546875,0,230.292236328125,254.838134765625,0,471.757568359375,0,483.882080078125,0,0,270.81201171875,0,582.19140625,452.7451171875,285.0146484375,410.695068359375,247.3040771484375,0,378.557861328125,694.47216796875,450.9462890625,398.36865234375,0,373.693359375,442.35546875,506.7900390625,0,469.467041015625,249.0350341796875,0,384.0830078125,803.36865234375,390.90673828125,356.947998046875,431.6357421875,305.293701171875,325.319580078125,0,299.490478515625,465.916748046875,338.403564453125,452.438232421875,531.15869140625,498.060791015625,415.389404296875,
154,160.8430118200914,0.5084235803136286,245.8948974609375,245.5531005859375,226.5101318359375,230.4073486328125,222.684326171875,235.07861328125,231.62548828125,320.119873046875,246.4925537109375,240.12255859375,256.342529296875,288.41015625,247.0576171875,212.2386474609375,275.657958984375,246.2696533203125,248.5908203125,229.2755126953125,237.4287109375,246.6849365234375,211.894775390625,225.8223876953125,319.8046875,231.5968017578125,291.9208984375,249.0062255859375,269.424560546875,271.402099609375,247.0311279296875,225.005615234375,293.334716796875,204.709716796875,270.241455078125,238.6854248046875,235.79736328125,197.9671630859375,264.08056640625,230.46484375,246.6849365234375,289.89013671875,253.56689453125,229.64794921875,0,213.4544677734375,0,0,238.3680419921875,253.91064453125,254.0477294921875,244.3924560546875,0,243.1212158203125,286.35302734375,0,0,217.280029296875,0,294.18896484375,0,232.56494140625,217.697998046875,
155,116.9286120680512,4.6668188845525025,240.1424560546875,228.7447509765625,241.695556640625,232.8985595703125,239.0380859375,266.801025390625,225.44677734375,246.285400390625,266.164306640625,269.069580078125,251.3204345703125,246.6419677734375,247.8385009765625,272.64013671875,249.7672119140625,247.374267578125,245.216796875,277.28271484375,256.054931640625,249.5230712890625,236.232177734375,254.4097900390625,267.1767578125,257.9443359375,283.818115234375,261.81884765625,255.14208984375,228.968017578125,278.443359375,276.1220703125,270.806884765625,251.02001953125,267.605224609375,290.049560546875,269.8017578125,289.656982421875,280.676025390625,261.802001953125,267.5693359375,285.746826171875,270.31884765625,298.998291015625,284.586181640625,278.59130859375,287.479248046875,271.987548828125,310.5126953125,254.894287109375,293.10302734375,245.124755859375,260.44970703125,271.19921875,263.658935546875,274.50048828125,279.175537109375,278.05078125,322.63916015625,287.45556640625,299.73046875,300.699462890625,289.9609375,
157,103.03945624611595,0.9417881803079085,237.001220703125,158.4427490234375,209.862060546875,0,88.52313232421875,0,420.16259765625,0,244.3924560546875,176.2884521484375,0,90.89501953125,112.90985107421875,262.09033203125,72.70037841796875,171.114990234375,118.18499755859375,104.72833251953125,82.59820556640625,251.6685791015625,105.40081787109375,135.5147705078125,71.9293212890625,96.96197509765625,61.69000244140625,247.6505126953125,289.09716796875,63.362030029296875,214.9490966796875,0,191.892822265625,164.6279296875,84.58758544921875,233.627685546875,121.81085205078125,664.57470703125,162.8359375,332.322021484375,78.3570556640625,442.005126953125,148.5579833984375,243.357177734375,226.9761962890625,311.149169921875,107.62200927734375,0,139.13427734375,536.7138671875,438.803955078125,487.885009765625,295.460205078125,401.969482421875,74.13763427734375,106.84149169921875,176.4136962890625,193.32470703125,322.575439453125,67.87347412109375,125.1407470703125,502.440185546875,242.0711669921875,
158,592.3612249966326,4.746513481797843,234.6729736328125,249.57373046875,200.7508544921875,202.2537841796875,174.0411376953125,152.408447265625,194.5963134765625,229.66259765625,0,280.349365234375,201.774658203125,135.591064453125,127.88568115234375,118.00848388671875,151.8746337890625,151.6141357421875,208.1138916015625,167.098388671875,190.9327392578125,194.865966796875,189.595947265625,131.086669921875,108.92791748046875,176.6741943359375,108.415283203125,343.63134765625,0,326.683837890625,165.5721435546875,185.504638671875,122.1029052734375,171.8126220703125,100.70941162109375,161.3258056640625,181.9111328125,242.951416015625,303.078369140625,202.953369140625,233.37841796875,126.42987060546875,0,118.330322265625,134.771484375,180.4598388671875,102.97784423828125,162.752685546875,133.955322265625,206.5125732421875,175.3248291015625,154.93115234375,239.0394287109375,203.735107421875,155.66845703125,146.7293701171875,191.8896484375,131.853759765625,160.9884033203125,134.4029541015625,144.9425048828125,205.4677734375,169.2684326171875,
159,263.1032540061257,3.1185760541395706,233.511474609375,276.89013671875,135.5972900390625,137.6676025390625,99.84881591796875,81.55780029296875,150.4654541015625,200.5784912109375,67.49853515625,156.992431640625,131.2091064453125,102.3541259765625,150.0294189453125,83.6072998046875,125.90911865234375,56.1231689453125,81.97637939453125,0,64.51177978515625,133.7276611328125,90.896484375,228.1436767578125,201.8433837890625,111.83343505859375,151.1278076171875,122.59765625,84.30377197265625,64.39617919921875,369.031005859375,289.656982421875,129.72900390625,0,188.68212890625,139.1712646484375,314.1875,61.293792724609375,162.1107177734375,252.9774169921875,133.7276611328125,217.697998046875,284.775146484375,111.18414306640625,142.404052734375,84.30377197265625,74.81005859375,193.718994140625,0,152.001708984375,106.1175537109375,76.22332763671875,141.973388671875,63.949127197265625,0,0,147.17041015625,0,53.37213134765625,110.0462646484375,270.847412109375,107.954833984375,149.6563720703125,
160,854.5935913085938,5.57632999420166,229.9884033203125,246.413818359375,0,68.3507080078125,0,170.654541015625,232.9271240234375,0,0,248.8511962890625,0,0,0,189.2635498046875,0,139.3719482421875,0,0,0,0,0,0,0,0,0,0,0,0,0,160.453125,198.6234130859375,0,0,0,181.435791015625,0,239.26904296875,0,240.300048828125,164.5045166015625,0,180.6314697265625,0,0,0,0,0,0,0,0,0,0,250.677490234375,0,219.766357421875,0,0,125.5762939453125,212.8160400390625,147.453369140625,0,
161,801.6141357421875,5.8642038126460845,228.9608154296875,175.63818359375,201.6065673828125,152.2283935546875,181.9566650390625,172.089111328125,219.806640625,141.896240234375,211.9273681640625,209.925537109375,171.497802734375,132.7989501953125,127.02239990234375,144.947265625,129.8870849609375,196.8355712890625,148.275634765625,128.9525146484375,115.57855224609375,178.6337890625,168.225830078125,191.742431640625,199.1959228515625,185.2943115234375,187.6927490234375,170.3077392578125,140.0194091796875,151.8096923828125,198.5775146484375,163.171630859375,175.904541015625,176.1690673828125,179.5567626953125,158.2442626953125,170.4208984375,177.4127197265625,135.7423095703125,146.6783447265625,177.4710693359375,190.341552734375,177.146240234375,167.299072265625,152.1195068359375,190.1201171875,136.6837158203125,144.514404296875,171.372314453125,131.345703125,177.9910888671875,179.761962890625,174.8033447265625,185.0732421875,133.3800048828125,150.1064453125,167.09130859375,163.4525146484375,160.6839599609375,115.65887451171875,130.4129638671875,168.794921875,151.5638427734375,
162,407.2606154221755,3.871221799116868,228.1436767578125,198.5684814453125,0,0,0,134.477294921875,0,117.45513916015625,0,99.0716552734375,133.3619384765625,0,0,0,0,0,93.83551025390625,0,0,137.5966796875,129.66455078125,0,0,0,0,0,0,0,0,0,0,0,0,143.0665283203125,0,193.29541015625,0,0,157.3443603515625,0,0,0,0,0,0,0,0,124.75054931640625,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,102.93494860331218,4.882304668426514,227.84814453125,0,153.7203369140625,0,0,0,252.076904296875,98.86090087890625,0,0,0,0,0,0,0,0,0,151.8988037109375,0,0,0,0,278.48095703125,0,0,0,151.898681640625,0,233.9964599609375,0,0,0,151.8988037109375,0,0,177.2152099609375,202.5316162109375,0,151.898681640625,0,253.16455078125,0,0,206.14501953125,405.063232421875,0,0,214.4661865234375,0,0,354.430419921875,0,0,0,0,0,0,0,0,0,278.48095703125,
164,171.06530599125097,3.5314590227408487,227.4044189453125,260.05517578125,242.8951416015625,249.0350341796875,220.7890625,199.61328125,268.5703125,283.85400390625,199.1278076171875,261.8076171875,239.2176513671875,239.2701416015625,244.50439453125,219.5394287109375,205.7548828125,230.26953125,239.75,175.746337890625,236.992919921875,251.160888671875,254.6951904296875,244.3924560546875,176.9288330078125,251.947998046875,200.0931396484375,260.161376953125,224.129638671875,265.04345703125,273.408203125,217.1519775390625,270.6962890625,264.413330078125,232.501708984375,218.3787841796875,186.3609619140625,191.48876953125,262.57177734375,237.144287109375,246.7137451171875,288.91357421875,256.37939453125,227.400146484375,235.4879150390625,181.77783203125,235.5037841796875,237.065673828125,194.2899169921875,292.486572265625,261.55419921875,218.5740966796875,228.450927734375,274.56884765625,288.212158203125,198.6322021484375,238.304931640625,261.55419921875,297.0693359375,248.787109375,229.96923828125,191.48876953125,213.96826171875,
165,445.3315077959481,4.830868365400929,227.390869140625,158.2318115234375,181.280029296875,143.2430419921875,119.69329833984375,98.02239990234375,177.7908935546875,277.502685546875,97.678955078125,319.9052734375,312.321533203125,152.7567138671875,123.84356689453125,169.9749755859375,181.769287109375,172.49267578125,71.6455078125,157.17724609375,66.47918701171875,225.8575439453125,108.7686767578125,173.750244140625,121.051025390625,121.80255126953125,93.579345703125,119.8192138671875,132.3824462890625,180.218017578125,283.889892578125,218.128662109375,244.639404296875,148.5579833984375,265.043701171875,230.475830078125,254.15234375,153.6640625,149.8055419921875,295.901123046875,321.23828125,278.930908203125,284.94970703125,155.285400390625,168.929931640625,128.1934814453125,179.588623046875,323.4267578125,138.780517578125,262.658935546875,100.9193115234375,264.6572265625,242.408447265625,81.8050537109375,86.2547607421875,80.07513427734375,0,0,82.0133056640625,117.5296630859375,239.743896484375,162.5723876953125,165.8028564453125,
166,480.3090441385905,4.697607517242432,226.9967041015625,218.5545654296875,230.1221923828125,0,231.62548828125,247.572265625,233.365966796875,239.676025390625,250.122802734375,218.0106201171875,221.6353759765625,218.5462646484375,224.1954345703125,204.3502197265625,218.8995361328125,228.1573486328125,211.2525634765625,228.6673583984375,227.663330078125,221.1934814453125,230.4251708984375,198.8311767578125,228.936767578125,225.236083984375,232.695556640625,232.9368896484375,221.7916259765625,210.6572265625,230.0400390625,237.310302734375,220.61279296875,215.9693603515625,244.696044921875,228.77978515625,228.3408203125,214.756103515625,215.376708984375,231.8079833984375,239.8538818359375,216.770263671875,212.749755859375,216.6270751953125,225.062255859375,230.3673095703125,222.7623291015625,217.778076171875,211.3140869140625,212.368408203125,209.4200439453125,229.6944580078125,213.1451416015625,252.1331787109375,211.797607421875,266.271728515625,215.5888671875,219.3621826171875,229.302490234375,225.4453125,215.0303955078125,223.4981689453125,218.796630859375,
167,816.6025685795018,5.601699164656342,226.1212158203125,276.331298828125,261.571533203125,190.425537109375,179.026123046875,294.800537109375,217.509521484375,228.7777099609375,291.378662109375,289.89111328125,291.8134765625,212.052490234375,274.20849609375,204.181396484375,231.6580810546875,182.087158203125,193.0631103515625,199.1973876953125,166.82666015625,251.275390625,195.4256591796875,289.366943359375,261.270751953125,224.1448974609375,290.96630859375,267.059814453125,210.7978515625,188.32666015625,186.6004638671875,200.7777099609375,157.574951171875,168.091796875,184.609375,249.613525390625,276.40576171875,215.657958984375,164.4327392578125,149.4034423828125,273.38525390625,211.3216552734375,176.6414794921875,181.1461181640625,238.4093017578125,186.0201416015625,208.2772216796875,217.8988037109375,156.6590576171875,152.4906005859375,308.695556640625,225.9349365234375,234.9803466796875,191.904296875,241.5516357421875,358.096435546875,247.466552734375,180.6549072265625,356.307373046875,233.171630859375,173.8143310546875,217.5487060546875,259.171630859375,
168,162.84031538529828,0.5146833292462609,225.8223876953125,227.9766845703125,210.4144287109375,225.02001953125,216.537353515625,0,0,0,0,139.820556640625,0,263.789306640625,0,0,0,0,229.7144775390625,207.1688232421875,221.1798095703125,0,124.67315673828125,0,0,0,0,0,147.459716796875,0,0,0,0,0,235.7955322265625,209.9317626953125,0,0,0,0,0,0,0,0,288.854736328125,0,216.537353515625,276.838134765625,0,0,0,0,242.019287109375,0,0,231.4696044921875,0,0,221.4024658203125,242.2022705078125,247.7183837890625,0,0,
169,401.0873865495648,3.9774581800427353,222.3404541015625,147.4259033203125,150.7208251953125,87.5753173828125,109.69195556640625,179.409423828125,158.4659423828125,151.8529052734375,165.5916748046875,110.75701904296875,177.11376953125,187.521484375,180.000244140625,178.2364501953125,197.434326171875,90.64404296875,188.724365234375,86.4134521484375,241.5137939453125,159.5526123046875,70.6009521484375,172.7205810546875,246.7137451171875,85.35858154296875,185.242431640625,68.53265380859375,161.737548828125,0,141.9512939453125,185.2003173828125,185.212646484375,235.6982421875,226.434326171875,202.6466064453125,73.7552490234375,0,61.831207275390625,176.0155029296875,111.83343505859375,151.8529052734375,215.3529052734375,264.669189453125,231.682373046875,68.53265380859375,276.89013671875,133.868408203125,101.181396484375,254.2684326171875,286.17529296875,136.021240234375,154.049560546875,0,280.97509765625,270.472412109375,244.3924560546875,248.477294921875,193.256103515625,0,265.283935546875,129.0562744140625,184.0965576171875,
170,407.2649413562212,4.900008733155297,221.7413330078125,228.4962158203125,176.27685546875,257.237548828125,147.929443359375,129.62158203125,161.0050048828125,197.9464111328125,185.4005126953125,185.32666015625,179.50244140625,236.7303466796875,188.2525634765625,167.6231689453125,233.963134765625,197.5130615234375,156.017578125,126.74713134765625,169.7958984375,178.643310546875,192.4036865234375,187.1502685546875,209.3046875,194.7958984375,149.3111572265625,147.85009765625,153.1331787109375,244.0135498046875,115.64215087890625,191.38818359375,131.08447265625,130.660400390625,167.8284912109375,160.7286376953125,162.8359375,105.6060791015625,127.14312744140625,172.565185546875,174.268310546875,182.2811279296875,174.2794189453125,150.2135009765625,198.4945068359375,97.17889404296875,171.2027587890625,264.43505859375,151.254638671875,118.64703369140625,115.11431884765625,175.927001953125,171.3604736328125,136.4869384765625,220.8463134765625,158.4420166015625,141.973388671875,136.2947998046875,128.6845703125,206.3748779296875,192.2137451171875,78.95294189453125,168.790771484375,
171,164.0710070250464,1.4728893373833327,220.1153564453125,210.379638671875,229.400390625,296.363525390625,281.17822265625,257.159423828125,217.343505859375,254.483642578125,266.541015625,238.58935546875,277.65234375,234.0439453125,275.860595703125,264.220458984375,267.658203125,288.14208984375,276.951416015625,259.126220703125,224.688232421875,248.25537109375,302.83154296875,235.91357421875,285.11181640625,298.933349609375,267.701171875,277.758056640625,258.311279296875,282.719970703125,266.15185546875,261.82861328125,248.325439453125,231.652099609375,232.3963623046875,246.323974609375,224.3690185546875,247.484619140625,254.5455322265625,219.3095703125,243.6827392578125,207.73046875,252.9678955078125,256.310302734375,251.7373046875,299.39306640625,274.949951171875,290.427978515625,248.25537109375,249.8057861328125,247.554443359375,232.46630859375,279.20263671875,239.4300537109375,213.055419921875,293.27001953125,220.4002685546875,265.48486328125,256.19970703125,239.1102294921875,267.28515625,223.1812744140625,254.96923828125,
172,524.3352941894532,4.736608982086182,219.9981689453125,197.5609130859375,308.334716796875,279.082763671875,317.132080078125,183.35693359375,224.64208984375,347.8095703125,205.6075439453125,0,173.9737548828125,194.761962890625,242.994384765625,259.55078125,244.3519287109375,359.14208984375,263.63916015625,257.672607421875,227.5130615234375,269.939208984375,277.42529296875,219.970703125,196.94873046875,259.169921875,183.9736328125,209.9244384765625,0,0,0,258.6416015625,0,0,232.707275390625,239.179443359375,163.5579833984375,241.4423828125,0,418.998779296875,190.702392578125,0,206.707763671875,224.218994140625,215.04638671875,280.061279296875,187.210693359375,278.217529296875,199.845458984375,343.668212890625,0,241.967529296875,0,353.406005859375,223.0357666015625,174.623046875,137.8175048828125,208.1968994140625,0,256.8486328125,277.47216796875,180.506103515625,206.2476806640625,
