	name	fold	log2fold	tstat	pvalue	qvalue	updown	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	serum_pos_ab_zip	serum_pos_aw_zip	maxint	mean1	sd1	mean2	sd2	10102016-012	10102016-016	10102016-020	10102016-027	10102016-033	10102016-035	10102016-039	10102016-040	10102016-041	10102016-046	10102016-057	10102016-066	10102016-067	10102016-070	10102016-014	10102016-015	10102016-018	10102016-019	10102016-036	10102016-037	10102016-038	10102016-045	10102016-050	10102016-054	10102016-056	10102016-059	10102016-063	10102016-072	isotopes	adduct	pcgroup
1	M816T6_1	1.19692111133399	0.259328067872215	2.22300034679613	0.0351278025699484	1	UP	815.674328557329	815.669281852081	815.681709598838	6.18799997666667	6.16676669666667	6.20240021	11	8	3	297.549560546875	816.264221942274	188.442244004316	977.003879669324	194.130933251425	689.128003673706	994.670343339443	995.82604584877	927.931985985339	876.888251334429	891.142673859304	1012.23507466563	954.176569427364	742.50747472076	604.83671433604	562.5073117498	708.515491016371	1018.65477443472	448.678392800159	891.707257308188	1161.98376472108	1161.09163013756	1259.34112462827	1012.19276418454	709.892818696093	1054.56281011427	977.489904271232	595.422918480285	878.803622508766	804.197603312321	969.673383616209	958.732475367478	1242.96223802423		[M+Na+NH3]+ 775.668	50
2	M808T5	1.19382439487181	0.255590639551211	2.09422636617028	0.0462136582196875	1	UP	807.576009765947	807.571513877242	807.579744281987	5.31356656833333	5.30596664333333	5.34003324333333	28	14	14	4588.1484375	7407.92594526312	1892.47796518014	8843.76270885892	1731.91008841116	11989.7506083161	4011.05462332572	7970.17791882369	6172.46522238154	5449.55427058003	6511.70508131545	8408.11643025728	9224.62006080696	8173.18359509585	7754.55727978486	8137.25047994949	6810.0988612152	6845.65957204895	6252.76922978267	6775.69490919028	11659.8210504645	10447.7451235602	8615.09366069879	8760.6393548519	9098.02835321406	12561.0502178895	7008.99303173293	9471.23128360296	8159.92966933997	7605.36156862358	8926.89740706592	7592.2507571624	7129.94153662782	[31][M+1]+		10
3	M762T6	1.13112040313285	0.177752506478257	1.89031199891155	0.0700154651960634	1	UP	761.590531574952	761.586283815531	761.596939772676	5.71745005	5.70081643	5.73940022333333	24	13	11	4661.68359375	7756.56344924885	1490.01412618484	8773.60717563985	1353.70571206474	9688.2923586198	10450.7196086912	6702.28552102004	6903.81297268599	6283.41506475884	8578.35450359508	8174.972662809	9508.32961758161	6017.2539406853	5901.53465298498	8161.57513460299	6761.72316591195	8807.38730274102	6652.2317827961	8428.05963275849	10436.4570317578	9333.61043014077	9031.35151242262	9618.82636427138	8004.63538716204	9675.54477667397	8613.64673028184	9351.88817056988	9392.28070332013	7222.46100221643	10407.8839162563	8009.46230004663	5304.3925010796	[18][M+1]+		4
4	M189T2	1.13344562577586	-0.180715183045971	-1.78393854394295	0.0866596831852222	1	DOWN	189.068918694158	189.068109901645	189.069967528344	2.363466665	2.35813325333333	2.3800667	26	12	14	4014.240234375	7235.46957597726	1118.11348640845	6383.60536353428	1393.61445165165	7509.82028091773	8363.15652683385	5630.47795498008	7184.21224616251	7449.91287668074	6748.1882661815	8393.43099446349	8235.53521479228	5086.25317903878	9071.65234760037	7232.64025794774	7111.98939053671	5937.38654486914	7341.91798267674	7159.99899897683	6466.51687227973	5844.39667085623	3895.87025668729	6977.2431423295	5050.65368839751	7916.50868106511	7489.75954571423	7021.97712888364	7858.76548075663	6698.78518379064	6878.10946589539	3323.39275821619	6788.49721563097			18
5	M807T5	1.13648277105096	0.184575813229453	1.71002539429342	0.0999020766499403	1	UP	806.571504588419	806.567285757396	806.573742758386	5.31360843833333	5.30958345333333	5.32045006	28	14	14	8484.6875	16425.3983542103	3874.95723728831	18667.1822372087	3007.57795136491	23182.0480738492	13813.714844503	15016.2476007597	13495.6851533419	19576.8917148406	15348.8610172075	12740.6220998433	19250.2088387503	19067.3099068476	20354.4914858666	20529.6583820954	14058.430751965	14119.1989354137	9402.20815365961	17998.1440909937	22641.7575839557	20486.7584757875	17373.8001929634	21553.8030224372	18267.3021661321	22284.9007896009	16517.7931139702	21906.0824335821	17390.2269404271	14984.0684041446	21234.2819090214	13791.9891454936	14909.6430524125	[31][M]+	[M+H]+ 805.565	10
6	M91T0	1.06187226590021	0.0866102327752025	1.73779321676664	0.100057929385934	1	UP	90.9769938854857	90.9766430963156	90.9773747123799	0.443566674333333	0.387749988333333	0.521550014333333	26	12	14	636.2548828125	1042.08352899467	128.430917720491	1106.55959819085	52.7028952560774	1213.26519681405	936.660783239785	1101.09475624255	1122.89596597165	1095.57759709662	996.518798755447	1048.55565071403	1013.09271089451	1069.37373928229	1142.64116037019	1055.70434523922	1057.49662473992	660.311832310021	1075.9802442551	1182.12825425443	1192.05857762893	1104.78810579026	1103.4177530094	1111.70454043102	1025.1424126407	1057.04147571459	1132.50900751721	1097.82623068395	1102.12037922967	1121.99946476487	1157.47623413895	1005.05260469544	1098.56933417255			31
7	M525T5	1.13715924116007	0.18543429499156	1.64558095492963	0.112715772938299	1	UP	525.376622702122	525.374927790412	525.379071779117	4.81806668833333	4.81445006	4.82550007333333	16	9	7	3169.017578125	3512.22412032649	870.444996686644	3993.95811545456	664.915348526438	2540.30508253582	3100.40655222859	3699.36831149618	4370.58331362818	3150.53921801028	3274.40282785649	4028.0580144003	3868.23978448385	3498.35856605768	2943.65494135346	2199.82678611222	4093.33668928713	2779.29635849341	5624.76123862724	3515.58430450211	5336.93876273395	4208.68995720858	3853.57833107657	3519.12189580578	4733.76079047724	3798.97173452269	3954.67860488243	4472.95692651737	3638.26076997041	4284.48039465355	2769.00911242665	4579.30986665024	3250.07216493628	[3][M+1]+		6
8	M584T5	1.06720782833246	-0.0938411543328497	-1.64074369269405	0.113862143610516	1	DOWN	584.474677532647	584.473120475399	584.476233172487	4.85076685333333	4.84694985	4.85824995	27	13	14	533.7080078125	755.302213158543	86.9195314872835	707.736762331213	64.8923762789469	1006.25258539853	800.763532668767	668.021432877678	735.938216969366	733.932117813223	634.778625511204	769.918750089193	754.28538129753	691.425371135217	784.889114921066	755.41885925243	730.410324650518	801.023261126512	707.173410508367	772.293280635599	864.710365880584	749.607039998739	722.448041095975	680.090144724785	731.121793446768	649.773632961889	674.642307290581	616.036912844804	718.696700610086	690.044369573488	617.925607623021	735.724883635419	685.199592315249			43
9	M775T6	1.18972486477806	0.250627975117778	1.63215406555133	0.115465457197273	1	UP	774.603996275899	774.601554993783	774.606752087035	5.93375023333333	5.91996656666667	5.94379997	19	9	10	294.113525390625	925.644603679436	246.140743191043	1101.26240094506	318.590205946802	855.014067419526	1084.21032587862	1222.31100666851	942.733319835449	870.004115729405	1124.98764776545	872.759362209852	613.088266151689	909.803432599554	434.797267067749	953.87337490925	1436.76034996558	823.386612706963	815.295302604506	626.36247094199	688.474782820163	1445.62521056437	1553.78716952133	1651.07488710459	1027.84366801863	1079.51202488332	995.521159837831	1032.3633299108	884.994792283115	1164.92939271914	848.344598364322	946.804194445695	1472.03593181549			52
10	M816T5	1.25592241604708	-0.328747345247643	-1.57355097757786	0.1280103678258	1	DOWN	815.697313027312	815.695448284109	815.700439709648	4.89038339166667	4.8435335	4.92618340666667	18	8	10	999.9345703125	2558.5323768773	946.253092645284	2037.17390834546	800.926109132663	1662.7149369474	3269.93372996535	2314.92729097384	3479.10563497106	2840.12818014622	3548.41198046259	4211.69824288447	1670.22826130506	1593.67993994527	3087.10246526958	1214.44912703064	3315.30616852165	2051.85322615106	1559.91409170807	2906.02008269421	2681.98177737865	2082.96250762099	1251.78352063356	2057.7591969987	1938.88984991897	3542.45588847175	1977.59946728523	885.117931992591	1882.7276879159	1403.71922467279	3173.48727963467	961.196179399137	1774.73412221925	[36][M+2]+		7
